Sex,Age,Height,Weight,NOC,Category
1,23.0,195.0,95.0,223,team_sports - water_polo
1,23.0,174.0,82.0,190,boxing - middle_classes_mixed
1,31.0,172.0,70.0,72,team_sports - hockey
1,22.0,190.0,77.0,212,athletics_technical - jumps_and_vault
1,22.0,182.0,80.0,8,watercraft_racing - canoeing_kayaking
1,22.0,176.0,68.0,88,fencing
1,20.0,190.0,76.0,61,team_sports - basketball
1,23.0,180.0,85.0,147,team_sports - ice_hockey
1,20.0,163.0,60.0,96,judo - lighter_classes_speed
0,26.0,173.0,59.0,35,watercraft_racing - canoeing_kayaking
1,29.0,188.0,78.0,190,sprint_classes - athletics
0,28.0,152.0,42.0,117,sprint_classes - athletics
1,24.0,187.0,85.0,223,team_sports - water_polo
1,24.0,169.0,65.0,107,precision_marksmanship - shooting
1,19.0,176.0,63.0,167,boxing - lighter_classes_speed
1,16.0,164.0,55.0,103,artistic_aesthetic_judged - figure_skating
0,25.0,185.0,76.0,107,team_sports - basketball
1,24.0,165.0,50.0,35,watercraft_racing - rowing
0,22.0,165.0,46.0,196,athletics_technical - jumps_and_vault
1,25.0,197.0,95.0,187,team_sports - volleyball
0,27.0,181.0,66.0,67,winter_sliding_alpine - alpine_skiing
1,27.0,170.0,63.0,35,team_sports - hockey
1,21.0,169.0,66.0,40,judo - lighter_classes_speed
1,30.0,193.0,95.0,77,watercraft_racing - canoeing_kayaking
0,30.0,175.0,63.0,98,artistic_aesthetic_judged - synchronized_swimming
1,19.0,175.0,68.0,162,racket_net_sports - table_tennis
0,33.0,168.0,56.0,142,watercraft_racing - rowing
1,20.0,180.0,77.0,66,endurance_stamina - road_cycling
1,28.0,190.0,74.0,104,sprint_classes - athletics
1,24.0,176.0,72.0,196,sprint_classes - athletics
1,26.0,200.0,97.0,142,team_sports - volleyball
1,27.0,202.0,92.0,190,team_sports - handball
1,25.0,180.0,71.0,72,team_sports - ice_hockey
1,27.0,182.0,80.0,40,sprint_classes - speed_skating
1,20.0,185.0,71.0,67,athletics_technical - hurdles_steeplechase
1,21.0,193.0,83.0,52,sprint_classes - cycling
0,24.0,160.0,62.0,35,team_sports - football
1,27.0,174.0,82.0,102,weightlifting - middle_classes
1,22.0,198.0,96.0,40,team_sports - handball
1,23.0,196.0,82.0,159,fencing
1,26.0,176.0,61.0,72,fencing
0,23.0,168.0,59.0,62,endurance_stamina - cross_country_skiing
1,24.0,191.0,91.0,190,team_sports - handball
1,23.0,180.0,100.0,117,wrestling - heavy_classes_power
1,23.0,176.0,87.0,31,wrestling - middle_classes_mixed
1,26.0,160.0,63.0,0,wrestling - lighter_classes_speed
1,23.0,175.0,59.0,107,precision_marksmanship - shooting
0,16.0,170.0,53.0,88,sprint_classes - swimming
1,22.0,187.0,75.0,189,endurance_stamina - biathlon
1,22.0,182.0,79.0,166,team_sports - football
1,29.0,183.0,76.0,140,endurance_stamina - road_cycling
0,26.0,175.0,68.0,35,watercraft_racing - rowing
1,23.0,180.0,68.0,159,endurance_stamina - running
1,25.0,191.0,93.0,212,watercraft_racing - rowing
1,24.0,174.0,72.0,187,team_sports - football
1,22.0,173.0,71.0,104,athletics_technical - hurdles_steeplechase
1,18.0,172.0,68.0,179,endurance_stamina - road_cycling
1,26.0,183.0,66.0,77,endurance_stamina - running
0,21.0,173.0,73.0,190,sprint_classes - swimming
0,21.0,168.0,59.0,212,racket_net_sports - badminton
1,20.0,180.0,72.0,50,athletics_technical - jumps_and_vault
1,20.0,173.0,69.0,27,Uncategorized
0,24.0,167.0,75.0,196,precision_marksmanship - shooting
0,23.0,173.0,64.0,103,team_sports - water_polo
0,18.0,157.0,43.0,104,endurance_stamina - running
1,23.0,208.0,92.0,66,sprint_classes - swimming
1,28.0,185.0,79.0,15,racket_net_sports - tennis
1,25.0,157.0,52.0,98,wrestling - lighter_classes_speed
1,23.0,169.0,65.0,129,judo - lighter_classes_speed
1,25.0,182.0,69.0,178,athletics_technical - hurdles_steeplechase
1,17.0,182.0,74.0,159,sprint_classes - swimming
1,26.0,175.0,67.0,204,endurance_stamina - running
1,19.0,183.0,71.0,212,boxing - middle_classes_mixed
1,22.0,187.0,84.0,74,sprint_classes - athletics
0,23.0,173.0,66.0,187,winter_sliding_alpine - alpine_skiing
1,22.0,186.0,70.0,128,fencing
0,21.0,181.0,69.0,168,sprint_classes - swimming
0,20.0,169.0,63.0,107,team_sports - hockey
1,22.0,181.0,67.0,72,endurance_stamina - running
1,27.0,184.0,73.0,137,athletics_technical - jumps_and_vault
1,23.0,170.0,80.0,166,winter_sliding_alpine - luge
1,21.0,175.0,70.0,212,sprint_classes - swimming
1,21.0,176.0,61.0,74,athletics_technical - hurdles_steeplechase
1,19.0,178.0,77.0,64,team_sports - ice_hockey
1,29.0,166.0,59.0,143,endurance_stamina - running
1,24.0,196.0,104.0,61,team_sports - handball
1,25.0,180.0,65.0,12,fencing
1,25.0,183.0,83.0,77,Uncategorized
1,27.0,175.0,66.0,212,endurance_stamina - triathlon
0,16.0,182.0,66.0,81,sprint_classes - swimming
1,23.0,185.0,78.0,72,endurance_stamina - biathlon
1,27.0,177.0,72.0,19,multi_discipline_combined
1,19.0,172.0,61.0,212,endurance_stamina - running
1,28.0,192.0,102.0,61,team_sports - water_polo
1,40.0,185.0,102.0,167,team_sports - baseball_softball
1,24.0,184.0,78.0,31,multi_discipline_combined
1,29.0,168.0,62.0,155,precision_marksmanship - shooting
0,22.0,167.0,66.0,212,winter_sliding_alpine - alpine_skiing
1,21.0,183.0,70.0,154,athletics_technical - hurdles_steeplechase
1,21.0,180.0,79.0,212,endurance_stamina - cross_country_skiing
0,22.0,161.0,52.0,98,artistic_aesthetic_judged - figure_skating
0,24.0,172.0,74.0,12,team_sports - handball
1,28.0,162.0,61.0,127,sprint_classes - athletics
1,33.0,180.0,95.0,52,winter_sliding_alpine - bobsleigh
1,18.0,176.0,77.0,212,winter_sliding_alpine - alpine_skiing
1,24.0,185.0,112.0,212,strength_power_throws
1,25.0,185.0,73.0,104,endurance_stamina - running
1,15.0,160.0,50.0,159,Uncategorized
0,25.0,160.0,51.0,102,endurance_stamina - road_cycling
0,22.0,184.0,95.0,40,strength_power_throws
0,20.0,172.0,48.0,31,artistic_aesthetic_judged - rhythmic_gymnastics
1,21.0,183.0,73.0,13,endurance_stamina - cross_country_skiing
1,22.0,195.0,88.0,187,team_sports - handball
1,21.0,204.0,100.0,167,sprint_classes - swimming
1,22.0,180.0,72.0,159,athletics_technical - jumps_and_vault
0,26.0,167.0,60.0,44,sprint_classes - swimming
0,24.0,183.0,89.0,28,team_sports - basketball
1,21.0,193.0,88.0,88,team_sports - basketball
1,26.0,167.0,65.0,12,artistic_aesthetic_judged - figure_skating
1,33.0,173.0,64.0,72,precision_marksmanship - shooting
1,21.0,191.0,75.0,149,Uncategorized
1,22.0,170.0,70.0,0,wrestling - middle_classes_mixed
1,21.0,179.0,72.0,19,endurance_stamina - road_cycling
1,21.0,178.0,91.0,212,winter_sliding_alpine - bobsleigh
1,19.0,180.0,80.0,187,precision_marksmanship - archery
1,24.0,159.0,60.0,102,weightlifting - light_classes
1,26.0,168.0,59.0,168,endurance_stamina - running
0,15.0,152.0,44.0,40,artistic_aesthetic_judged - gymnastics
1,27.0,171.0,72.0,149,team_sports - hockey
0,21.0,168.0,46.0,103,artistic_aesthetic_judged - synchronized_swimming
1,27.0,157.0,55.0,79,wrestling - lighter_classes_speed
1,20.0,192.0,92.0,98,watercraft_racing - rowing
0,29.0,160.0,62.0,120,artistic_aesthetic_judged - gymnastics
1,24.0,191.0,90.0,35,watercraft_racing - rowing
1,42.0,186.0,90.0,48,precision_marksmanship - shooting
1,27.0,175.0,77.0,77,team_sports - football
1,26.0,167.0,71.0,166,watercraft_racing - canoeing_kayaking
1,24.0,160.0,78.0,145,sprint_classes - athletics
1,23.0,173.0,63.0,201,fencing
1,28.0,179.0,70.0,3,sprint_classes - swimming
1,29.0,193.0,82.0,98,fencing
0,17.0,160.0,41.0,35,artistic_aesthetic_judged - figure_skating
0,23.0,173.0,66.0,212,team_sports - ice_hockey
1,25.0,176.0,64.0,26,equestrian
1,23.0,183.0,70.0,98,endurance_stamina - running
1,24.0,178.0,78.0,35,watercraft_racing - canoeing_kayaking
0,21.0,184.0,75.0,40,team_sports - water_polo
1,23.0,170.0,70.0,98,artistic_aesthetic_judged - gymnastics
1,23.0,172.0,76.0,79,team_sports - handball
1,28.0,162.0,64.0,75,judo - lighter_classes_speed
1,29.0,180.0,100.0,103,precision_marksmanship - shooting
1,20.0,180.0,86.0,147,team_sports - ice_hockey
0,22.0,165.0,57.0,209,Uncategorized
1,19.0,187.0,68.0,28,team_sports - volleyball
1,18.0,182.0,75.0,90,boxing - lighter_classes_speed
1,21.0,174.0,74.0,61,team_sports - football
1,21.0,178.0,81.0,168,sprint_classes - speed_skating
0,22.0,162.0,53.0,25,endurance_stamina - cross_country_skiing
1,22.0,178.0,70.0,3,team_sports - football
0,32.0,168.0,56.0,128,endurance_stamina - running
1,22.0,180.0,96.0,3,wrestling - heavy_classes_power
1,22.0,189.0,97.0,79,strength_power_throws
1,21.0,177.0,64.0,66,artistic_aesthetic_judged - freestyle_skiing
0,19.0,167.0,52.0,23,precision_marksmanship - shooting
1,22.0,183.0,80.0,210,sprint_classes - athletics
1,26.0,199.0,118.0,49,team_sports - water_polo
1,25.0,198.0,91.0,50,team_sports - volleyball
0,25.0,165.0,57.0,168,team_sports - water_polo
1,24.0,185.0,90.0,138,wrestling - heavy_classes_power
1,21.0,164.0,64.0,102,team_sports - football
1,20.0,179.0,68.0,168,winter_sliding_alpine - ski_jumping
0,22.0,174.0,73.0,8,team_sports - handball
1,26.0,170.0,59.0,128,endurance_stamina - running
0,22.0,176.0,66.0,102,team_sports - basketball
1,25.0,196.0,94.0,213,multi_discipline_combined
1,25.0,175.0,73.0,67,winter_sliding_alpine - alpine_skiing
0,22.0,180.0,70.0,12,sprint_classes - athletics
1,28.0,173.0,74.0,160,sprint_classes - athletics
0,23.0,177.0,71.0,64,racket_net_sports - table_tennis
1,24.0,172.0,66.0,212,athletics_technical - jumps_and_vault
1,23.0,167.0,65.0,102,sprint_classes - swimming
1,23.0,189.0,88.0,77,watercraft_racing - rowing
1,25.0,186.0,71.0,154,watercraft_racing - rowing
1,19.0,180.0,74.0,136,athletics_technical - hurdles_steeplechase
0,21.0,175.0,74.0,50,strength_power_throws
1,22.0,182.0,83.0,102,winter_sliding_alpine - bobsleigh
1,20.0,190.0,94.0,88,team_sports - water_polo
1,20.0,177.0,68.0,41,sprint_classes - athletics
0,20.0,165.0,56.0,96,sprint_classes - athletics
1,25.0,182.0,85.0,147,fencing
1,29.0,177.0,86.0,133,weightlifting - middle_classes
1,33.0,178.0,67.0,160,equestrian
1,32.0,181.0,88.0,67,winter_sliding_alpine - bobsleigh
1,24.0,170.0,70.0,212,artistic_aesthetic_judged - diving
1,20.0,178.0,67.0,162,boxing - middle_classes_mixed
0,22.0,161.0,45.0,25,athletics_technical - hurdles_steeplechase
1,27.0,168.0,61.0,102,fencing
1,24.0,176.0,75.0,98,endurance_stamina - biathlon
1,31.0,180.0,70.0,212,endurance_stamina - cross_country_skiing
1,31.0,195.0,96.0,68,watercraft_racing - rowing
0,23.0,171.0,73.0,107,team_sports - handball
1,27.0,175.0,70.0,168,endurance_stamina - cross_country_skiing
1,21.0,183.0,78.0,68,endurance_stamina - biathlon
1,23.0,180.0,68.0,74,fencing
0,28.0,172.0,56.0,74,endurance_stamina - running
1,28.0,184.0,76.0,8,watercraft_racing - sailing
1,23.0,172.0,67.0,102,team_sports - football
1,25.0,180.0,80.0,67,team_sports - ice_hockey
1,31.0,169.0,75.0,151,team_sports - hockey
1,22.0,176.0,72.0,167,multi_discipline_combined
0,26.0,165.0,60.0,72,endurance_stamina - running
1,31.0,170.0,67.0,107,precision_marksmanship - shooting
1,24.0,188.0,80.0,61,team_sports - volleyball
1,27.0,159.0,71.0,50,boxing - middle_classes_mixed
1,31.0,174.0,75.0,40,team_sports - basketball
0,26.0,179.0,66.0,67,team_sports - football
1,22.0,184.0,78.0,31,athletics_technical - jumps_and_vault
1,25.0,160.0,60.0,166,boxing - lighter_classes_speed
1,21.0,177.0,75.0,210,watercraft_racing - sailing
1,28.0,180.0,76.0,194,endurance_stamina - running
0,18.0,158.0,49.0,210,artistic_aesthetic_judged - diving
0,18.0,160.0,54.0,189,endurance_stamina - cross_country_skiing
0,25.0,155.0,46.0,128,endurance_stamina - running
1,22.0,180.0,73.0,110,team_sports - football
1,24.0,170.0,68.0,66,wrestling - middle_classes_mixed
1,24.0,161.0,60.0,194,artistic_aesthetic_judged - gymnastics
0,23.0,181.0,74.0,212,strength_power_throws
1,23.0,174.0,64.0,215,boxing - lighter_classes_speed
1,20.0,172.0,65.0,102,team_sports - football
1,23.0,188.0,84.0,210,team_sports - handball
1,23.0,182.0,82.0,49,team_sports - handball
1,26.0,173.0,64.0,166,fencing
1,24.0,190.0,80.0,190,fencing
1,22.0,178.0,73.0,102,judo - middle_classes_mixed
1,21.0,177.0,55.0,200,boxing - lighter_classes_speed
1,23.0,170.0,70.0,145,boxing - middle_classes_mixed
1,19.0,173.0,63.0,74,multi_discipline_combined
1,20.0,179.0,60.0,105,Uncategorized
1,24.0,188.0,89.0,172,racket_net_sports - tennis
1,40.0,183.0,85.0,212,precision_marksmanship - shooting
1,32.0,178.0,63.0,142,endurance_stamina - road_cycling
1,24.0,193.0,95.0,210,team_sports - basketball
1,22.0,180.0,82.0,19,team_sports - water_polo
0,16.0,144.0,33.0,168,artistic_aesthetic_judged - gymnastics
1,22.0,185.0,71.0,202,boxing - middle_classes_mixed
1,26.0,189.0,110.0,213,strength_power_throws
0,26.0,167.0,55.0,12,artistic_aesthetic_judged - diving
1,22.0,180.0,75.0,123,endurance_stamina - running
0,22.0,155.0,48.0,225,artistic_aesthetic_judged - diving
0,19.0,175.0,67.0,98,artistic_aesthetic_judged - synchronized_swimming
0,25.0,176.0,68.0,40,multi_discipline_combined
0,19.0,165.0,70.0,66,team_sports - ice_hockey
1,24.0,182.0,93.0,88,wrestling - middle_classes_mixed
1,25.0,178.0,82.0,159,team_sports - football
0,20.0,165.0,54.0,72,endurance_stamina - road_cycling
0,18.0,162.0,50.0,212,sprint_classes - athletics
1,28.0,177.0,77.0,149,watercraft_racing - canoeing_kayaking
0,29.0,159.0,59.0,210,endurance_stamina - cross_country_skiing
0,28.0,168.0,61.0,212,team_sports - hockey
1,21.0,188.0,84.0,35,multi_discipline_combined
1,24.0,187.0,76.0,35,multi_discipline_combined
0,29.0,152.0,49.0,216,Uncategorized
1,35.0,185.0,74.0,12,endurance_stamina - road_cycling
1,24.0,182.0,88.0,159,strength_power_throws
1,25.0,192.0,85.0,53,watercraft_racing - rowing
1,23.0,171.0,72.0,128,team_sports - football
1,21.0,170.0,65.0,68,artistic_aesthetic_judged - gymnastics
1,35.0,164.0,62.0,201,precision_marksmanship - shooting
1,22.0,210.0,105.0,31,team_sports - volleyball
1,24.0,175.0,78.0,212,judo - middle_classes_mixed
0,28.0,157.0,45.0,143,precision_marksmanship - shooting
1,36.0,175.0,67.0,206,precision_marksmanship - shooting
1,37.0,175.0,75.0,68,watercraft_racing - sailing
1,23.0,184.0,83.0,88,multi_discipline_combined
0,29.0,166.0,60.0,190,team_sports - football
1,23.0,193.0,124.0,149,weightlifting - heavy_classes
1,33.0,188.0,85.0,212,racket_net_sports - tennis
1,21.0,170.0,62.0,77,sprint_classes - athletics
1,20.0,192.0,125.0,212,strength_power_throws
1,27.0,179.0,112.5,66,weightlifting - heavy_classes
1,46.0,183.0,95.0,167,watercraft_racing - sailing
1,26.0,182.0,76.0,194,Uncategorized
0,29.0,163.0,59.0,67,artistic_aesthetic_judged - gymnastics
1,28.0,163.0,48.0,196,boxing - lighter_classes_speed
0,29.0,173.0,56.0,12,endurance_stamina - road_cycling
1,21.0,180.0,68.0,35,watercraft_racing - sailing
1,23.0,197.0,94.0,77,team_sports - handball
1,24.0,189.0,94.0,35,team_sports - ice_hockey
1,26.0,191.0,86.0,35,racket_net_sports - badminton
1,22.0,166.0,73.0,50,racket_net_sports - table_tennis
1,23.0,181.0,74.0,40,team_sports - football
1,37.0,190.0,86.0,53,watercraft_racing - rowing
1,27.0,180.0,76.0,5,watercraft_racing - rowing
1,26.0,164.0,61.0,187,artistic_aesthetic_judged - gymnastics
1,22.0,179.0,65.0,102,endurance_stamina - running
1,30.0,170.0,64.0,210,watercraft_racing - sailing
1,20.0,200.0,87.0,212,team_sports - basketball
1,21.0,168.0,57.0,208,boxing - lighter_classes_speed
0,20.0,170.0,94.0,50,strength_power_throws
0,17.0,161.0,50.0,46,sprint_classes - swimming
1,23.0,183.0,87.0,25,strength_power_throws
0,22.0,171.0,55.0,98,sprint_classes - athletics
0,18.0,164.0,51.0,98,artistic_aesthetic_judged - synchronized_swimming
1,21.0,160.0,61.0,102,wrestling - lighter_classes_speed
1,27.0,186.0,75.0,72,precision_marksmanship - shooting
1,26.0,180.0,71.0,187,watercraft_racing - rowing
1,26.0,183.0,73.0,45,athletics_technical - hurdles_steeplechase
1,32.0,192.0,90.0,159,team_sports - handball
1,26.0,183.0,75.0,40,team_sports - football
1,23.0,183.0,73.0,213,athletics_technical - hurdles_steeplechase
1,22.0,175.0,82.0,151,sprint_classes - athletics
0,23.0,175.0,71.0,12,watercraft_racing - rowing
1,21.0,181.0,80.0,52,winter_sliding_alpine - luge
0,24.0,173.0,60.0,112,multi_discipline_combined
1,25.0,184.0,77.0,93,sprint_classes - athletics
1,20.0,173.0,76.0,187,watercraft_racing - rowing
0,24.0,178.0,86.0,100,strength_power_throws
1,23.0,176.0,66.0,212,sprint_classes - athletics
1,23.0,170.0,53.0,196,precision_marksmanship - shooting
1,23.0,202.0,98.0,77,team_sports - basketball
0,25.0,168.0,57.0,98,athletics_technical - hurdles_steeplechase
1,26.0,187.0,82.0,31,team_sports - water_polo
1,22.0,188.0,74.0,159,sprint_classes - athletics
0,19.0,192.0,82.0,98,team_sports - water_polo
1,23.0,185.0,70.0,177,sprint_classes - athletics
1,22.0,173.0,82.0,102,sprint_classes - cycling
1,28.0,178.0,77.0,212,watercraft_racing - canoeing_kayaking
1,34.0,179.0,102.0,77,precision_marksmanship - shooting
1,25.0,192.0,86.0,88,team_sports - basketball
1,29.0,190.0,89.0,74,watercraft_racing - rowing
1,31.0,199.0,100.0,190,team_sports - handball
0,17.0,191.0,78.0,168,team_sports - basketball
0,17.0,170.0,50.0,203,sprint_classes - swimming
1,23.0,188.0,89.0,212,team_sports - ice_hockey
0,19.0,176.0,62.0,168,artistic_aesthetic_judged - rhythmic_gymnastics
1,33.0,168.0,62.0,190,endurance_stamina - running
1,28.0,182.0,81.0,166,fencing
1,21.0,162.0,48.0,204,boxing - lighter_classes_speed
0,32.0,171.0,65.0,66,endurance_stamina - biathlon
0,18.0,169.0,62.0,88,team_sports - water_polo
1,21.0,173.0,68.0,88,sprint_classes - athletics
1,22.0,182.0,77.0,72,sprint_classes - athletics
1,23.0,180.0,81.0,212,precision_marksmanship - shooting
1,20.0,175.0,68.0,95,winter_sliding_alpine - alpine_skiing
1,25.0,182.0,82.0,67,winter_sliding_alpine - alpine_skiing
0,15.0,172.0,66.0,190,endurance_stamina - longer_middle_swimming
0,21.0,170.0,49.0,81,endurance_stamina - running
1,23.0,204.0,100.0,40,team_sports - basketball
0,20.0,175.0,60.0,168,sprint_classes - swimming
1,23.0,175.0,69.0,31,endurance_stamina - road_cycling
1,21.0,173.0,80.0,98,watercraft_racing - canoeing_kayaking
1,25.0,180.0,74.0,159,fencing
1,17.0,175.0,78.0,190,Uncategorized
1,29.0,162.0,67.0,88,wrestling - middle_classes_mixed
0,17.0,201.0,92.0,98,endurance_stamina - road_cycling
1,22.0,173.0,69.0,210,sprint_classes - swimming
1,21.0,194.0,83.0,194,team_sports - handball
1,27.0,174.0,62.0,79,endurance_stamina - running
1,20.0,165.0,62.0,31,artistic_aesthetic_judged - gymnastics
1,25.0,175.0,75.0,101,precision_marksmanship - shooting
1,23.0,170.0,69.0,126,wrestling - middle_classes_mixed
1,21.0,180.0,63.0,13,winter_sliding_alpine - ski_jumping
1,24.0,164.0,50.0,72,watercraft_racing - rowing
1,27.0,168.0,68.0,168,precision_marksmanship - shooting
1,28.0,166.0,60.0,123,judo - lighter_classes_speed
1,25.0,175.0,70.0,40,sprint_classes - athletics
1,22.0,183.0,84.0,155,team_sports - basketball
1,44.0,163.0,53.0,102,precision_marksmanship - shooting
1,25.0,180.0,70.0,194,endurance_stamina - running
0,30.0,178.0,67.0,107,team_sports - basketball
1,21.0,181.0,77.0,166,team_sports - water_polo
0,21.0,168.0,59.0,77,team_sports - football
0,16.0,160.0,48.0,45,equestrian
0,20.0,165.0,55.0,212,artistic_aesthetic_judged - figure_skating
1,23.0,172.0,65.0,210,athletics_technical - jumps_and_vault
1,24.0,170.0,67.0,31,wrestling - middle_classes_mixed
1,21.0,180.0,74.0,215,team_sports - football
1,25.0,179.0,73.0,92,endurance_stamina - road_cycling
1,22.0,182.0,80.0,96,watercraft_racing - canoeing_kayaking
1,28.0,178.0,62.0,162,wrestling - lighter_classes_speed
1,21.0,182.0,82.0,166,watercraft_racing - canoeing_kayaking
1,28.0,174.0,67.0,102,sprint_classes - athletics
1,27.0,160.0,60.0,159,weightlifting - light_classes
1,28.0,176.0,70.0,98,multi_discipline_combined
1,30.0,178.0,82.0,202,watercraft_racing - sailing
1,22.0,172.0,72.0,67,racket_net_sports - tennis
1,26.0,192.0,81.0,50,boxing - heavy_classes_power
1,22.0,175.0,68.0,102,team_sports - hockey
0,16.0,145.0,36.0,40,artistic_aesthetic_judged - gymnastics
1,29.0,188.0,70.0,77,endurance_stamina - running
1,23.0,190.0,72.0,8,athletics_technical - jumps_and_vault
0,16.0,166.0,54.0,74,artistic_aesthetic_judged - figure_skating
1,21.0,190.0,84.0,160,team_sports - football
1,19.0,189.0,78.0,135,fencing
0,20.0,166.0,60.0,8,team_sports - hockey
1,27.0,173.0,79.0,66,team_sports - ice_hockey
0,30.0,173.0,64.0,35,team_sports - ice_hockey
1,20.0,198.0,92.0,77,watercraft_racing - rowing
1,27.0,183.0,75.0,212,fencing
1,19.0,180.0,64.0,57,boxing - lighter_classes_speed
1,28.0,180.0,74.0,98,fencing
0,22.0,164.0,55.0,107,winter_sliding_alpine - alpine_skiing
1,28.0,180.0,64.0,72,endurance_stamina - running
1,24.0,184.0,90.0,79,watercraft_racing - sailing
1,22.0,178.0,73.0,159,Uncategorized
1,28.0,175.0,72.0,35,team_sports - ice_hockey
1,22.0,183.0,75.0,28,athletics_technical - jumps_and_vault
1,22.0,183.0,81.0,212,sprint_classes - athletics
0,22.0,167.0,56.0,35,athletics_technical - hurdles_steeplechase
1,25.0,183.0,75.0,39,watercraft_racing - rowing
1,25.0,188.0,92.0,68,team_sports - handball
1,27.0,180.0,66.0,147,endurance_stamina - running
1,19.0,170.0,66.0,100,endurance_stamina - road_cycling
1,23.0,160.0,59.0,196,sprint_classes - athletics
1,22.0,170.0,54.0,102,precision_marksmanship - shooting
1,29.0,199.0,86.0,24,sprint_classes - athletics
0,25.0,183.0,61.0,212,athletics_technical - jumps_and_vault
1,21.0,197.0,97.0,98,watercraft_racing - rowing
0,16.0,165.0,47.0,210,artistic_aesthetic_judged - figure_skating
1,22.0,193.0,96.0,210,watercraft_racing - rowing
1,28.0,180.0,82.0,166,wrestling - middle_classes_mixed
1,23.0,180.0,81.0,103,endurance_stamina - cross_country_skiing
0,18.0,158.0,52.0,98,artistic_aesthetic_judged - gymnastics
1,22.0,189.0,80.0,40,fencing
0,21.0,173.0,55.0,79,multi_discipline_combined
1,23.0,175.0,64.0,12,precision_marksmanship - shooting
1,26.0,192.0,96.0,58,team_sports - handball
1,27.0,188.0,75.0,145,sprint_classes - swimming
1,24.0,180.0,88.0,68,team_sports - ice_hockey
1,25.0,178.0,64.0,212,endurance_stamina - running
1,25.0,188.0,86.0,40,racket_net_sports - badminton
0,18.0,157.0,42.0,68,artistic_aesthetic_judged - figure_skating
0,25.0,165.0,62.0,74,watercraft_racing - sailing
1,26.0,168.0,65.0,67,endurance_stamina - cross_country_skiing
0,17.0,192.0,75.0,48,sprint_classes - swimming
1,23.0,174.0,57.0,123,boxing - lighter_classes_speed
1,30.0,187.0,113.0,35,watercraft_racing - sailing
1,19.0,176.0,66.0,92,judo - lighter_classes_speed
1,27.0,193.0,154.0,212,strength_power_throws
0,22.0,172.0,63.0,119,sprint_classes - athletics
1,21.0,181.0,75.0,35,endurance_stamina - running
0,26.0,168.0,65.0,40,precision_marksmanship - archery
0,20.0,169.0,56.0,86,racket_net_sports - badminton
0,22.0,193.0,71.0,159,team_sports - volleyball
1,24.0,165.0,72.0,194,watercraft_racing - canoeing_kayaking
1,22.0,170.0,65.0,67,artistic_aesthetic_judged - gymnastics
1,24.0,170.0,60.0,77,endurance_stamina - cross_country_skiing
1,26.0,180.0,72.0,166,team_sports - football
1,21.0,176.0,76.0,173,judo - middle_classes_mixed
0,20.0,173.0,90.0,168,strength_power_throws
1,21.0,182.0,76.0,8,team_sports - football
0,19.0,192.0,78.0,77,team_sports - volleyball
0,23.0,183.0,76.0,74,watercraft_racing - rowing
1,22.0,185.0,82.0,128,athletics_technical - jumps_and_vault
1,28.0,200.0,90.0,67,team_sports - water_polo
1,19.0,186.0,75.0,67,fencing
1,23.0,178.0,70.0,149,endurance_stamina - road_cycling
1,25.0,174.0,72.0,67,sprint_classes - athletics
0,19.0,176.0,74.0,53,sprint_classes - swimming
0,30.0,184.0,89.0,210,watercraft_racing - rowing
1,22.0,169.0,59.0,102,multi_discipline_combined
1,23.0,184.0,103.0,98,winter_sliding_alpine - bobsleigh
0,20.0,162.0,56.0,102,watercraft_racing - canoeing_kayaking
1,21.0,203.0,102.0,212,team_sports - basketball
1,21.0,173.0,69.0,190,athletics_technical - jumps_and_vault
1,30.0,184.0,82.0,189,team_sports - ice_hockey
1,22.0,176.0,67.0,128,endurance_stamina - running
0,32.0,170.0,55.0,66,endurance_stamina - biathlon
1,23.0,185.0,82.0,67,team_sports - handball
1,21.0,196.0,82.0,8,team_sports - volleyball
1,29.0,175.0,74.0,155,precision_marksmanship - shooting
1,22.0,167.0,61.0,16,sprint_classes - athletics
1,20.0,174.0,67.0,102,sprint_classes - athletics
1,26.0,187.0,80.0,98,multi_discipline_combined
1,20.0,186.0,80.0,223,endurance_stamina - road_cycling
1,22.0,185.0,70.0,187,multi_discipline_combined
1,18.0,180.0,63.0,103,winter_sliding_alpine - ski_jumping
1,27.0,182.0,76.0,194,watercraft_racing - canoeing_kayaking
1,21.0,176.0,70.0,88,sprint_classes - athletics
1,24.0,172.0,74.0,213,wrestling - middle_classes_mixed
1,35.0,165.0,62.0,152,judo - middle_classes_mixed
1,22.0,188.0,99.0,77,team_sports - water_polo
0,30.0,185.0,76.0,210,team_sports - basketball
1,23.0,160.0,55.0,209,wrestling - lighter_classes_speed
0,38.0,168.0,60.0,197,precision_marksmanship - archery
1,30.0,198.0,86.0,212,racket_net_sports - tennis
1,27.0,185.0,95.0,72,winter_sliding_alpine - bobsleigh
1,28.0,164.0,75.0,147,weightlifting - middle_classes
1,24.0,177.0,66.0,212,endurance_stamina - running
0,22.0,172.0,62.0,223,team_sports - basketball
1,21.0,181.0,65.5,66,boxing - lighter_classes_speed
1,20.0,170.0,61.0,67,boxing - lighter_classes_speed
1,27.0,189.0,106.0,210,wrestling - heavy_classes_power
1,26.0,152.0,56.0,98,weightlifting - light_classes
1,21.0,177.0,73.0,223,endurance_stamina - cross_country_skiing
0,27.0,179.0,75.0,142,team_sports - hockey
0,22.0,183.0,68.0,35,team_sports - volleyball
