Sex,Age,Height,Weight,NOC,Category
1,26.0,183.0,150.0,77,weightlifting - heavy_classes
1,19.0,186.0,72.0,74,Uncategorized
1,25.0,175.0,75.0,67,team_sports - basketball
1,22.0,190.0,90.0,52,watercraft_racing - rowing
1,21.0,181.0,74.0,201,sprint_classes - swimming
0,18.0,156.0,49.0,8,artistic_aesthetic_judged - gymnastics
1,25.0,183.0,78.0,13,precision_marksmanship - shooting
1,21.0,190.0,90.0,72,watercraft_racing - rowing
1,23.0,184.0,83.0,77,team_sports - hockey
1,19.0,181.0,71.0,8,sprint_classes - swimming
1,21.0,171.0,74.0,31,wrestling - middle_classes_mixed
1,17.0,185.0,85.0,8,watercraft_racing - rowing
1,31.0,170.0,65.0,8,equestrian
1,28.0,186.0,91.0,88,boxing - heavy_classes_power
1,23.0,178.0,78.0,203,Uncategorized
1,29.0,185.0,73.0,78,endurance_stamina - running
1,27.0,170.0,64.0,102,endurance_stamina - biathlon
1,21.0,170.0,60.0,72,weightlifting - light_classes
1,20.0,178.0,67.0,100,endurance_stamina - running
1,22.0,183.0,78.0,142,team_sports - hockey
1,27.0,177.0,80.0,77,sprint_classes - athletics
1,23.0,175.0,73.0,212,sprint_classes - athletics
1,24.0,176.0,60.0,168,endurance_stamina - running
1,25.0,183.0,64.0,212,athletics_technical - hurdles_steeplechase
1,20.0,180.0,72.0,212,sprint_classes - athletics
1,18.0,185.0,69.5,66,winter_sliding_alpine - ski_jumping
0,24.0,167.0,64.0,147,watercraft_racing - sailing
1,27.0,185.0,75.0,3,team_sports - football
1,21.0,172.0,69.0,215,Uncategorized
1,27.0,172.0,68.0,86,endurance_stamina - triathlon
1,18.0,170.0,70.0,102,sprint_classes - cycling
1,20.0,182.0,76.0,13,racket_net_sports - badminton
0,33.0,170.0,60.5,66,watercraft_racing - canoeing_kayaking
1,27.0,188.0,79.0,142,endurance_stamina - road_cycling
1,31.0,188.0,79.0,8,team_sports - basketball
1,29.0,173.0,73.0,128,multi_discipline_combined
0,25.0,151.0,50.0,102,precision_marksmanship - shooting
1,21.0,181.0,76.0,142,precision_marksmanship - archery
1,19.0,183.0,80.0,19,equestrian
0,24.0,155.0,40.0,123,endurance_stamina - running
1,24.0,175.0,72.0,210,multi_discipline_combined
1,20.0,183.0,87.0,102,watercraft_racing - rowing
1,22.0,172.0,67.0,107,team_sports - football
0,25.0,183.0,104.0,159,strength_power_throws
1,20.0,164.0,52.0,119,boxing - lighter_classes_speed
1,20.0,178.0,65.0,210,Uncategorized
1,27.0,185.0,78.0,128,wrestling - middle_classes_mixed
1,19.0,177.0,77.0,98,endurance_stamina - road_cycling
1,18.0,162.0,52.0,0,wrestling - lighter_classes_speed
1,30.0,178.0,75.0,212,watercraft_racing - canoeing_kayaking
0,26.0,160.0,65.0,35,team_sports - baseball_softball
1,19.0,178.0,72.0,107,sprint_classes - swimming
1,17.0,178.0,86.0,13,team_sports - ice_hockey
1,23.0,160.0,62.0,40,weightlifting - light_classes
1,21.0,186.0,100.0,212,strength_power_throws
0,33.0,172.0,62.0,187,team_sports - curling
1,17.0,170.0,74.0,40,sprint_classes - speed_skating
1,22.0,200.0,103.0,49,watercraft_racing - rowing
1,23.0,188.0,79.0,88,fencing
0,21.0,166.0,53.0,212,athletics_technical - hurdles_steeplechase
1,29.0,183.0,91.0,35,judo - heavy_classes_power
1,17.0,167.0,59.0,104,Uncategorized
1,21.0,193.0,93.0,212,watercraft_racing - rowing
0,27.0,165.0,63.0,212,precision_marksmanship - shooting
1,22.0,177.0,72.0,209,artistic_aesthetic_judged - figure_skating
1,22.0,169.0,59.0,190,winter_sliding_alpine - ski_jumping
0,21.0,174.0,69.0,77,team_sports - ice_hockey
1,44.0,183.0,78.0,77,equestrian
1,24.0,182.0,88.0,159,team_sports - handball
1,23.0,176.0,70.0,35,sprint_classes - athletics
1,25.0,168.0,65.0,107,judo - lighter_classes_speed
1,21.0,170.0,75.0,162,team_sports - basketball
0,23.0,163.0,63.0,12,racket_net_sports - badminton
0,20.0,165.0,79.0,212,strength_power_throws
1,27.0,182.0,70.0,13,athletics_technical - jumps_and_vault
1,21.0,179.0,81.0,28,judo - middle_classes_mixed
1,21.0,181.0,80.0,96,team_sports - football
1,22.0,190.0,86.0,12,watercraft_racing - rowing
1,26.0,160.0,62.0,210,wrestling - lighter_classes_speed
0,23.0,173.0,68.0,77,watercraft_racing - rowing
1,24.0,176.0,84.0,168,wrestling - middle_classes_mixed
0,20.0,165.0,69.0,168,team_sports - ice_hockey
0,24.0,167.0,47.0,166,endurance_stamina - running
1,29.0,186.0,70.0,142,watercraft_racing - rowing
1,23.0,180.0,75.0,164,watercraft_racing - sailing
1,30.0,174.0,68.0,35,artistic_aesthetic_judged - freestyle_skiing
1,25.0,180.0,86.0,40,team_sports - baseball_softball
1,25.0,198.0,92.0,52,watercraft_racing - canoeing_kayaking
1,20.0,200.0,118.0,172,team_sports - handball
1,23.0,174.0,66.0,17,Uncategorized
0,19.0,180.0,80.0,142,strength_power_throws
0,22.0,170.0,59.0,142,team_sports - hockey
0,29.0,168.0,60.0,102,team_sports - volleyball
1,20.0,172.0,58.0,104,endurance_stamina - running
1,34.0,193.0,93.0,212,watercraft_racing - sailing
1,24.0,188.0,89.0,210,watercraft_racing - rowing
1,26.0,188.0,81.0,168,boxing - heavy_classes_power
1,18.0,178.0,71.0,35,Uncategorized
1,23.0,182.0,80.0,61,watercraft_racing - rowing
1,26.0,181.0,80.0,159,team_sports - ice_hockey
1,20.0,187.0,93.0,194,team_sports - ice_hockey
1,26.0,176.0,71.0,88,team_sports - football
0,22.0,169.0,62.0,89,racket_net_sports - badminton
0,19.0,175.0,52.0,138,sprint_classes - athletics
1,21.0,182.0,69.0,31,endurance_stamina - biathlon
1,21.0,182.0,82.0,166,watercraft_racing - canoeing_kayaking
0,16.0,170.0,64.0,98,endurance_stamina - longer_middle_swimming
1,25.0,194.0,89.0,12,watercraft_racing - rowing
1,20.0,184.0,73.0,162,team_sports - basketball
1,28.0,185.0,102.0,102,wrestling - heavy_classes_power
1,27.0,188.0,94.0,194,strength_power_throws
1,22.0,180.0,73.0,212,athletics_technical - hurdles_steeplechase
1,27.0,180.0,76.0,98,fencing
1,19.0,186.0,75.0,212,Uncategorized
0,25.0,180.0,105.0,159,strength_power_throws
1,21.0,186.0,84.0,28,team_sports - football
1,23.0,168.0,77.0,74,team_sports - ice_hockey
1,29.0,182.0,80.0,40,team_sports - water_polo
1,22.0,178.0,75.0,203,team_sports - handball
0,26.0,169.0,56.0,19,winter_sliding_alpine - alpine_skiing
1,24.0,165.0,59.0,107,artistic_aesthetic_judged - gymnastics
1,22.0,174.0,66.0,95,winter_sliding_alpine - alpine_skiing
1,27.0,170.0,68.0,160,fencing
1,26.0,186.0,70.0,142,endurance_stamina - running
0,15.0,160.0,47.0,159,sprint_classes - swimming
1,30.0,177.0,74.0,167,team_sports - baseball_softball
1,33.0,168.0,72.0,160,precision_marksmanship - shooting
1,26.0,170.0,72.0,102,team_sports - baseball_softball
1,22.0,165.0,85.0,151,team_sports - hockey
1,34.0,178.0,90.0,74,watercraft_racing - sailing
0,28.0,170.0,60.0,128,endurance_stamina - triathlon
1,23.0,184.0,84.0,68,watercraft_racing - canoeing_kayaking
0,23.0,172.0,67.0,13,winter_sliding_alpine - alpine_skiing
1,28.0,164.0,50.0,212,Uncategorized
1,19.0,169.0,68.0,61,Uncategorized
1,26.0,201.0,104.0,98,team_sports - volleyball
1,23.0,173.0,78.0,210,team_sports - water_polo
0,22.0,160.0,54.0,201,precision_marksmanship - archery
1,29.0,170.0,70.0,137,sprint_classes - athletics
0,22.0,193.0,80.0,212,team_sports - basketball
1,20.0,174.0,64.0,28,team_sports - football
0,27.0,187.0,78.0,40,team_sports - basketball
1,24.0,185.0,145.0,12,weightlifting - heavy_classes
1,31.0,172.0,57.0,67,endurance_stamina - running
1,21.0,187.0,77.0,212,Uncategorized
0,21.0,168.0,59.0,74,sprint_classes - athletics
1,21.0,178.0,60.0,107,endurance_stamina - running
1,25.0,183.0,74.0,61,endurance_stamina - longer_middle_swimming
1,20.0,175.0,75.0,9,precision_marksmanship - shooting
0,23.0,183.0,74.0,212,sprint_classes - swimming
1,22.0,163.0,64.0,151,team_sports - hockey
1,24.0,178.0,69.0,90,team_sports - hockey
0,26.0,172.0,70.0,12,sprint_classes - speed_skating
0,29.0,163.0,52.0,98,endurance_stamina - cross_country_skiing
1,28.0,190.0,83.0,35,racket_net_sports - tennis
1,16.0,169.0,60.0,8,team_sports - hockey
1,26.0,180.0,63.0,124,team_sports - hockey
1,27.0,188.0,85.0,72,sprint_classes - athletics
1,28.0,183.0,102.0,12,winter_sliding_alpine - bobsleigh
0,18.0,157.0,45.0,212,sprint_classes - athletics
1,24.0,174.0,72.0,209,winter_sliding_alpine - luge
1,19.0,182.0,72.0,35,fencing
1,36.0,172.0,75.0,50,precision_marksmanship - shooting
1,27.0,192.0,105.0,168,team_sports - water_polo
1,24.0,175.0,70.0,52,endurance_stamina - running
1,30.0,188.0,95.0,13,team_sports - ice_hockey
1,19.0,187.0,84.0,98,watercraft_racing - rowing
1,24.0,173.0,66.0,75,judo - lighter_classes_speed
1,20.0,204.0,89.0,12,team_sports - basketball
1,25.0,188.0,87.0,12,multi_discipline_combined
1,20.0,163.0,63.0,31,winter_sliding_alpine - alpine_skiing
1,22.0,183.0,77.0,210,team_sports - football
1,24.0,187.0,106.0,79,strength_power_throws
0,18.0,171.0,63.0,147,team_sports - handball
1,21.0,163.0,62.0,212,artistic_aesthetic_judged - gymnastics
1,28.0,186.0,80.0,98,athletics_technical - hurdles_steeplechase
1,22.0,179.0,65.0,147,judo - lighter_classes_speed
1,21.0,176.0,73.0,159,team_sports - ice_hockey
1,30.0,183.0,89.0,212,watercraft_racing - sailing
1,27.0,183.0,69.0,77,endurance_stamina - road_cycling
0,24.0,164.0,59.0,107,team_sports - handball
1,36.0,175.0,82.0,215,precision_marksmanship - shooting
1,17.0,178.0,69.0,86,Uncategorized
0,27.0,176.0,70.0,12,team_sports - baseball_softball
1,24.0,189.0,115.0,35,strength_power_throws
0,25.0,169.0,52.0,12,endurance_stamina - running
1,27.0,181.0,76.0,35,endurance_stamina - cross_country_skiing
1,25.0,182.0,84.0,72,team_sports - hockey
1,19.0,175.0,75.0,98,endurance_stamina - longer_middle_swimming
0,26.0,180.0,76.0,25,strength_power_throws
1,19.0,163.0,61.0,107,artistic_aesthetic_judged - gymnastics
0,21.0,165.0,49.0,212,equestrian
1,26.0,162.0,60.0,107,wrestling - middle_classes_mixed
0,26.0,166.0,61.0,168,endurance_stamina - biathlon
1,20.0,190.0,70.0,12,athletics_technical - jumps_and_vault
0,17.0,167.0,56.0,67,sprint_classes - swimming
1,22.0,184.0,72.0,25,endurance_stamina - cross_country_skiing
1,33.0,165.0,65.0,67,watercraft_racing - canoeing_kayaking
1,20.0,181.0,72.0,98,team_sports - water_polo
1,24.0,177.0,69.0,147,winter_sliding_alpine - ski_jumping
1,27.0,174.0,62.0,209,endurance_stamina - running
1,20.0,202.0,95.0,77,Uncategorized
1,22.0,170.0,67.0,212,boxing - middle_classes_mixed
0,36.0,176.0,66.0,134,team_sports - handball
1,25.0,178.0,80.0,167,team_sports - baseball_softball
1,27.0,161.0,51.0,31,endurance_stamina - biathlon
1,35.0,174.0,63.0,102,precision_marksmanship - shooting
1,28.0,189.0,91.0,72,winter_sliding_alpine - alpine_skiing
0,15.0,146.0,42.0,166,artistic_aesthetic_judged - gymnastics
1,26.0,163.0,52.0,125,boxing - lighter_classes_speed
0,18.0,157.0,50.0,35,artistic_aesthetic_judged - gymnastics
1,20.0,178.0,74.0,166,wrestling - middle_classes_mixed
1,35.0,175.0,68.0,168,endurance_stamina - road_cycling
1,23.0,171.0,62.0,167,endurance_stamina - running
1,23.0,175.0,63.0,212,athletics_technical - hurdles_steeplechase
1,30.0,200.0,95.0,31,team_sports - volleyball
0,25.0,181.0,68.0,107,team_sports - volleyball
0,20.0,174.0,61.0,12,racket_net_sports - tennis
1,25.0,196.0,81.0,96,sprint_classes - athletics
1,24.0,186.0,90.0,98,watercraft_racing - canoeing_kayaking
1,21.0,173.0,68.0,210,sprint_classes - athletics
0,19.0,163.0,49.0,72,artistic_aesthetic_judged - gymnastics
0,22.0,173.0,62.0,98,endurance_stamina - cross_country_skiing
1,23.0,173.0,90.0,124,weightlifting - heavy_classes
0,25.0,178.0,92.0,25,strength_power_throws
1,26.0,167.0,68.0,5,watercraft_racing - sailing
1,22.0,187.0,78.0,187,endurance_stamina - road_cycling
1,24.0,170.0,65.0,66,wrestling - lighter_classes_speed
1,25.0,196.0,90.0,168,team_sports - volleyball
1,25.0,176.0,67.0,107,racket_net_sports - badminton
1,27.0,190.0,96.0,209,winter_sliding_alpine - bobsleigh
0,18.0,169.0,61.0,12,sprint_classes - swimming
0,17.0,168.0,54.0,77,artistic_aesthetic_judged - rhythmic_gymnastics
1,22.0,173.0,60.0,104,boxing - lighter_classes_speed
1,19.0,191.0,75.0,8,team_sports - football
1,20.0,195.0,90.0,212,watercraft_racing - canoeing_kayaking
0,31.0,163.0,65.0,190,team_sports - ice_hockey
1,20.0,212.0,95.0,212,team_sports - basketball
0,31.0,171.0,54.0,53,endurance_stamina - triathlon
1,21.0,185.0,84.0,212,strength_power_throws
1,22.0,181.0,81.0,102,judo - middle_classes_mixed
1,19.0,171.0,62.0,102,athletics_technical - jumps_and_vault
0,26.0,167.0,51.0,35,team_sports - basketball
0,15.0,159.0,60.0,58,sprint_classes - swimming
1,29.0,183.0,80.0,103,team_sports - ice_hockey
1,19.0,172.0,68.0,67,team_sports - football
1,24.0,171.0,67.0,154,precision_marksmanship - shooting
1,24.0,196.0,86.0,12,team_sports - volleyball
1,43.0,167.0,72.0,8,fencing
1,24.0,186.0,73.0,28,team_sports - football
0,28.0,173.0,63.0,53,team_sports - handball
0,24.0,175.0,70.0,149,watercraft_racing - rowing
1,19.0,168.0,54.0,87,endurance_stamina - running
1,24.0,180.0,92.0,212,winter_sliding_alpine - alpine_skiing
1,22.0,193.0,95.0,35,team_sports - ice_hockey
1,22.0,172.0,54.0,132,boxing - lighter_classes_speed
1,27.0,183.0,71.0,194,endurance_stamina - running
0,27.0,176.0,52.0,190,endurance_stamina - running
1,22.0,168.0,64.0,98,boxing - lighter_classes_speed
1,21.0,183.0,77.0,72,watercraft_racing - rowing
1,22.0,191.0,102.0,72,strength_power_throws
1,39.0,178.0,73.0,86,precision_marksmanship - shooting
1,21.0,165.0,66.0,210,wrestling - lighter_classes_speed
1,26.0,194.0,90.0,212,watercraft_racing - rowing
1,23.0,152.0,56.0,212,weightlifting - light_classes
1,23.0,195.0,90.0,149,watercraft_racing - rowing
1,28.0,172.0,68.0,58,wrestling - middle_classes_mixed
1,28.0,176.0,83.0,213,watercraft_racing - canoeing_kayaking
1,25.0,180.0,77.0,53,endurance_stamina - road_cycling
1,20.0,186.0,76.0,149,Uncategorized
1,19.0,180.0,65.0,191,endurance_stamina - running
1,26.0,185.0,76.0,35,athletics_technical - jumps_and_vault
0,20.0,176.0,66.0,35,team_sports - football
1,25.0,203.0,84.0,212,team_sports - basketball
1,29.0,205.0,124.0,77,strength_power_throws
0,17.0,145.0,35.0,40,artistic_aesthetic_judged - gymnastics
0,18.0,168.0,47.0,96,artistic_aesthetic_judged - rhythmic_gymnastics
1,34.0,184.0,96.0,79,precision_marksmanship - shooting
0,29.0,165.0,51.0,93,endurance_stamina - running
1,30.0,188.0,75.0,35,athletics_technical - hurdles_steeplechase
0,19.0,165.0,64.0,2,strength_power_throws
0,23.0,173.0,58.0,86,athletics_technical - hurdles_steeplechase
1,29.0,187.0,68.0,35,endurance_stamina - running
1,27.0,190.0,70.0,147,endurance_stamina - running
0,27.0,172.0,60.0,68,Uncategorized
1,27.0,187.0,85.0,74,watercraft_racing - rowing
1,21.0,188.0,90.0,159,watercraft_racing - canoeing_kayaking
1,25.0,171.0,67.0,61,team_sports - baseball_softball
1,26.0,185.0,91.0,77,winter_sliding_alpine - bobsleigh
1,23.0,192.0,82.0,68,sprint_classes - cycling
1,20.0,178.0,68.0,90,racket_net_sports - badminton
1,24.0,193.0,80.0,50,athletics_technical - jumps_and_vault
1,27.0,170.0,71.0,21,boxing - middle_classes_mixed
1,21.0,185.0,91.0,77,fencing
1,22.0,198.0,140.0,190,strength_power_throws
0,16.0,180.0,66.0,68,endurance_stamina - longer_middle_swimming
1,13.0,168.0,63.0,5,sprint_classes - swimming
0,23.0,168.0,56.0,168,watercraft_racing - sailing
1,20.0,180.0,78.0,159,endurance_stamina - road_cycling
0,26.0,173.0,61.0,98,endurance_stamina - cross_country_skiing
0,28.0,165.0,53.0,102,racket_net_sports - badminton
1,28.0,167.0,83.0,75,weightlifting - middle_classes
1,21.0,170.0,72.0,124,team_sports - hockey
0,18.0,163.0,54.0,40,artistic_aesthetic_judged - synchronized_swimming
1,27.0,188.0,84.0,53,watercraft_racing - sailing
0,27.0,169.0,82.0,40,strength_power_throws
1,22.0,188.0,79.0,93,endurance_stamina - running
1,23.0,190.0,90.0,41,team_sports - football
1,24.0,195.0,91.0,77,watercraft_racing - rowing
0,20.0,185.0,70.0,45,athletics_technical - jumps_and_vault
1,23.0,168.0,64.0,224,boxing - lighter_classes_speed
0,21.0,173.0,58.0,105,sprint_classes - athletics
0,21.0,160.0,52.0,159,endurance_stamina - cross_country_skiing
1,23.0,186.0,85.0,68,watercraft_racing - rowing
1,21.0,176.0,75.0,66,sprint_classes - swimming
1,23.0,185.0,65.0,203,endurance_stamina - running
1,20.0,185.0,79.0,212,team_sports - football
1,22.0,171.0,64.0,77,artistic_aesthetic_judged - snowboarding
1,23.0,175.0,70.0,212,team_sports - ice_hockey
1,18.0,190.0,108.0,162,boxing - heavy_classes_power
1,25.0,203.0,101.0,49,team_sports - handball
1,23.0,185.0,72.0,190,endurance_stamina - biathlon
1,39.0,180.0,63.0,86,precision_marksmanship - shooting
1,22.0,180.0,77.0,102,watercraft_racing - rowing
0,23.0,170.0,59.0,212,team_sports - basketball
1,20.0,185.0,74.0,77,team_sports - hockey
0,23.0,170.0,72.0,35,precision_marksmanship - shooting
1,29.0,189.0,80.0,27,Uncategorized
1,23.0,182.0,82.0,190,team_sports - ice_hockey
1,22.0,185.0,91.0,212,team_sports - baseball_softball
1,28.0,184.0,82.0,58,team_sports - water_polo
1,16.0,176.0,70.0,40,Uncategorized
1,19.0,191.0,72.0,109,athletics_technical - hurdles_steeplechase
1,18.0,185.0,73.0,12,Uncategorized
0,24.0,175.0,70.0,74,watercraft_racing - rowing
1,21.0,176.0,71.0,67,team_sports - football
1,30.0,184.0,74.0,168,athletics_technical - jumps_and_vault
0,25.0,172.0,71.0,40,watercraft_racing - canoeing_kayaking
1,24.0,167.0,67.0,98,precision_marksmanship - shooting
1,25.0,187.0,75.0,147,watercraft_racing - sailing
0,14.0,178.0,60.0,12,sprint_classes - swimming
0,28.0,172.0,65.0,105,endurance_stamina - cross_country_skiing
1,26.0,160.0,56.0,167,endurance_stamina - running
0,17.0,183.0,70.0,168,Uncategorized
1,20.0,176.0,64.0,102,team_sports - football
1,23.0,192.0,84.0,50,team_sports - basketball
1,26.0,187.0,70.0,40,watercraft_racing - rowing
1,23.0,180.0,75.0,166,endurance_stamina - speed_skating
1,26.0,191.0,87.0,210,Uncategorized
1,27.0,180.0,80.0,103,winter_sliding_alpine - alpine_skiing
0,31.0,173.0,58.0,31,athletics_technical - hurdles_steeplechase
1,25.0,170.0,90.0,201,team_sports - baseball_softball
1,23.0,180.0,89.0,77,winter_sliding_alpine - bobsleigh
1,27.0,183.0,75.0,129,boxing - middle_classes_mixed
1,23.0,173.0,65.0,107,artistic_aesthetic_judged - gymnastics
0,28.0,188.0,79.0,40,team_sports - basketball
0,20.0,178.0,66.0,112,multi_discipline_combined
1,18.0,182.0,76.0,14,sprint_classes - swimming
1,21.0,183.0,84.0,35,team_sports - ice_hockey
0,21.0,168.0,63.0,15,sprint_classes - athletics
1,24.0,184.0,81.0,72,team_sports - hockey
0,21.0,158.0,41.0,81,endurance_stamina - running
1,37.0,175.0,77.0,150,precision_marksmanship - shooting
0,21.0,165.0,60.0,77,sprint_classes - swimming
1,19.0,180.0,70.0,104,team_sports - hockey
1,17.0,172.0,72.0,161,watercraft_racing - rowing
1,15.0,168.0,50.0,124,sprint_classes - swimming
1,21.0,190.0,77.0,12,team_sports - water_polo
1,24.0,178.0,65.0,61,endurance_stamina - road_cycling
1,26.0,170.0,70.0,19,judo - middle_classes_mixed
1,30.0,178.0,75.0,68,team_sports - hockey
1,21.0,196.0,96.0,210,watercraft_racing - rowing
0,20.0,172.0,60.0,72,precision_marksmanship - archery
1,20.0,194.0,100.0,40,strength_power_throws
1,28.0,186.0,100.0,213,judo - heavy_classes_power
1,31.0,163.0,60.0,204,watercraft_racing - sailing
1,28.0,179.0,78.0,58,racket_net_sports - table_tennis
1,31.0,160.0,66.0,68,weightlifting - light_classes
1,21.0,186.0,75.0,142,endurance_stamina - road_cycling
1,20.0,177.0,67.0,67,endurance_stamina - cross_country_skiing
1,23.0,186.0,72.0,68,athletics_technical - jumps_and_vault
1,24.0,196.0,92.0,79,team_sports - basketball
1,28.0,189.0,87.0,210,watercraft_racing - canoeing_kayaking
1,19.0,185.0,82.0,107,fencing
1,24.0,195.0,95.0,52,multi_discipline_combined
1,26.0,177.0,59.0,81,endurance_stamina - running
1,21.0,178.0,64.0,64,winter_sliding_alpine - ski_jumping
1,24.0,178.0,65.0,102,sprint_classes - athletics
1,29.0,169.0,58.0,98,endurance_stamina - road_cycling
1,32.0,178.0,85.0,167,team_sports - baseball_softball
1,27.0,185.0,73.0,35,watercraft_racing - rowing
0,23.0,188.0,78.0,168,team_sports - basketball
1,25.0,182.0,75.0,151,athletics_technical - jumps_and_vault
0,23.0,166.0,58.0,77,endurance_stamina - biathlon
1,21.0,163.0,54.0,224,boxing - lighter_classes_speed
1,18.0,175.0,68.0,35,winter_sliding_alpine - alpine_skiing
1,21.0,165.0,49.0,40,boxing - lighter_classes_speed
0,25.0,162.0,54.0,167,endurance_stamina - triathlon
1,28.0,182.0,81.0,210,boxing - heavy_classes_power
0,21.0,168.0,62.0,12,Uncategorized
1,28.0,192.0,82.0,168,team_sports - volleyball
1,22.0,188.0,83.0,25,sprint_classes - swimming
1,22.0,177.0,71.0,61,athletics_technical - jumps_and_vault
0,26.0,165.0,53.0,212,team_sports - hockey
1,21.0,175.0,67.0,107,boxing - middle_classes_mixed
1,23.0,209.0,115.0,88,team_sports - handball
1,19.0,169.0,86.0,74,precision_marksmanship - shooting
1,24.0,173.0,59.0,147,winter_sliding_alpine - ski_jumping
1,25.0,181.0,72.0,96,fencing
1,25.0,178.0,76.0,215,sprint_classes - athletics
1,19.0,175.0,65.0,67,team_sports - ice_hockey
1,28.0,195.0,93.0,212,team_sports - water_polo
1,19.0,185.0,82.0,35,watercraft_racing - canoeing_kayaking
1,28.0,178.0,90.0,171,boxing - heavy_classes_power
1,23.0,186.0,84.0,213,watercraft_racing - canoeing_kayaking
1,21.0,177.0,64.0,162,endurance_stamina - running
1,22.0,170.0,70.0,28,team_sports - football
0,22.0,167.0,59.0,178,sprint_classes - athletics
1,25.0,179.0,67.0,24,sprint_classes - athletics
1,24.0,186.0,76.0,212,athletics_technical - jumps_and_vault
1,18.0,167.0,65.0,128,artistic_aesthetic_judged - diving
1,25.0,185.0,85.0,190,team_sports - ice_hockey
1,21.0,174.0,70.0,128,team_sports - football
1,26.0,178.0,74.0,77,watercraft_racing - canoeing_kayaking
1,34.0,189.0,85.0,212,team_sports - hockey
0,29.0,160.0,48.0,96,endurance_stamina - running
1,21.0,170.0,58.0,104,endurance_stamina - running
1,22.0,170.0,75.0,140,boxing - middle_classes_mixed
0,18.0,162.0,57.0,155,athletics_technical - hurdles_steeplechase
0,20.0,180.0,71.0,194,team_sports - volleyball
0,22.0,174.0,70.0,98,strength_power_throws
1,26.0,180.0,74.0,67,artistic_aesthetic_judged - gymnastics
1,18.0,186.0,80.0,190,sprint_classes - swimming
0,24.0,175.0,64.0,102,team_sports - volleyball
1,26.0,187.0,85.0,190,watercraft_racing - sailing
0,22.0,167.0,49.0,190,precision_marksmanship - archery
0,21.0,161.0,49.0,96,fencing
1,23.0,186.0,75.0,61,sprint_classes - athletics
1,24.0,191.0,92.0,52,multi_discipline_combined
1,22.0,168.0,56.0,50,fencing
1,21.0,173.0,71.0,13,athletics_technical - jumps_and_vault
1,43.0,187.0,110.0,95,strength_power_throws
1,20.0,178.0,68.0,0,sprint_classes - athletics
0,18.0,162.0,57.0,8,sprint_classes - swimming
1,28.0,176.0,67.0,142,watercraft_racing - sailing
1,30.0,170.0,65.0,61,endurance_stamina - running
1,21.0,178.0,79.0,212,team_sports - ice_hockey
1,23.0,193.0,106.0,8,boxing - heavy_classes_power
0,19.0,170.0,55.0,204,precision_marksmanship - archery
1,22.0,173.0,82.0,88,weightlifting - middle_classes
1,37.0,175.0,82.0,194,precision_marksmanship - shooting
0,21.0,175.0,63.0,190,endurance_stamina - road_cycling
0,20.0,186.0,69.0,102,team_sports - volleyball
1,23.0,178.0,72.0,12,watercraft_racing - canoeing_kayaking
1,25.0,160.0,60.0,28,judo - lighter_classes_speed
0,27.0,159.0,46.0,19,endurance_stamina - running
0,30.0,171.0,63.0,93,Uncategorized
1,27.0,185.0,72.0,72,watercraft_racing - rowing
0,22.0,173.0,64.0,72,athletics_technical - hurdles_steeplechase
0,16.0,145.0,36.0,40,artistic_aesthetic_judged - gymnastics
1,22.0,175.0,65.0,187,multi_discipline_combined
0,19.0,168.0,56.0,147,artistic_aesthetic_judged - diving
0,20.0,160.0,48.0,72,artistic_aesthetic_judged - diving
1,21.0,175.0,90.0,58,weightlifting - heavy_classes
1,25.0,168.0,75.0,77,boxing - middle_classes_mixed
0,21.0,162.0,75.0,212,winter_sliding_alpine - luge
1,27.0,175.0,78.0,92,wrestling - middle_classes_mixed
1,22.0,172.0,57.0,88,boxing - lighter_classes_speed
0,36.0,173.0,71.0,8,team_sports - handball
1,19.0,168.0,65.0,67,team_sports - ice_hockey
1,31.0,191.0,81.0,8,team_sports - basketball
1,24.0,185.0,90.0,8,watercraft_racing - sailing
1,22.0,179.0,69.0,158,athletics_technical - hurdles_steeplechase
1,20.0,161.0,51.0,128,boxing - lighter_classes_speed
0,30.0,168.0,63.0,8,team_sports - hockey
1,23.0,180.0,82.0,147,team_sports - ice_hockey
0,23.0,162.0,58.0,102,artistic_aesthetic_judged - diving
1,24.0,180.0,65.0,13,endurance_stamina - running
1,34.0,182.0,76.0,31,equestrian
0,24.0,180.0,77.0,212,watercraft_racing - rowing
1,27.0,170.0,69.0,110,watercraft_racing - rowing
1,21.0,172.0,64.0,61,endurance_stamina - road_cycling
1,32.0,165.0,60.0,191,endurance_stamina - running
1,16.0,178.0,66.0,212,Uncategorized
1,22.0,171.0,62.0,86,sprint_classes - athletics
1,24.0,193.0,100.0,31,watercraft_racing - rowing
1,25.0,172.0,78.0,98,winter_sliding_alpine - alpine_skiing
1,19.0,132.0,48.0,35,watercraft_racing - rowing
1,19.0,183.0,73.0,12,sprint_classes - athletics
1,22.0,173.0,68.0,212,sprint_classes - swimming
1,26.0,185.0,90.0,67,winter_sliding_alpine - bobsleigh
0,20.0,170.0,50.0,100,athletics_technical - jumps_and_vault
1,38.0,176.0,74.0,67,watercraft_racing - sailing
1,23.0,178.0,73.0,223,watercraft_racing - rowing
1,25.0,183.0,76.0,35,racket_net_sports - badminton
1,23.0,188.0,79.0,74,endurance_stamina - road_cycling
1,25.0,173.0,67.0,8,equestrian
1,19.0,187.0,81.0,88,sprint_classes - swimming
