Sex,Age,Height,Weight,NOC,Category
1,23.0,185.0,84.0,204,endurance_stamina - cross_country_skiing
1,29.0,182.0,99.0,209,precision_marksmanship - archery
0,24.0,162.0,56.0,72,equestrian
0,31.0,170.0,66.0,187,equestrian
1,28.0,176.0,70.0,64,artistic_aesthetic_judged - figure_skating
1,36.0,177.0,61.0,72,team_sports - curling
1,27.0,172.0,66.0,77,sprint_classes - athletics
1,24.0,180.0,80.0,212,sprint_classes - swimming
1,23.0,194.0,95.0,33,strength_power_throws
0,27.0,172.0,68.0,5,team_sports - handball
0,25.0,158.0,45.0,98,equestrian
1,22.0,180.0,77.0,215,team_sports - football
1,24.0,165.0,63.0,45,endurance_stamina - road_cycling
1,31.0,168.0,56.0,193,sprint_classes - athletics
1,20.0,183.0,86.0,79,watercraft_racing - rowing
1,41.0,178.0,73.0,212,racket_net_sports - table_tennis
1,25.0,183.0,70.0,149,team_sports - hockey
1,21.0,170.0,70.0,67,team_sports - football
1,24.0,180.0,80.0,77,winter_sliding_alpine - alpine_skiing
1,28.0,181.0,80.0,68,winter_sliding_alpine - bobsleigh
1,19.0,189.0,75.0,50,team_sports - volleyball
1,30.0,180.0,100.0,192,judo - heavy_classes_power
1,24.0,168.0,63.0,12,artistic_aesthetic_judged - diving
0,29.0,163.0,50.0,77,fencing
1,19.0,180.0,90.0,74,wrestling - middle_classes_mixed
0,43.0,178.0,58.0,212,equestrian
1,25.0,185.0,81.0,178,racket_net_sports - tennis
1,21.0,171.0,64.0,61,team_sports - football
1,22.0,162.0,56.0,204,wrestling - lighter_classes_speed
1,21.0,186.0,83.0,98,sprint_classes - swimming
1,24.0,186.0,85.0,102,team_sports - handball
1,23.0,180.0,66.0,212,athletics_technical - jumps_and_vault
0,22.0,173.0,52.0,204,athletics_technical - hurdles_steeplechase
1,26.0,175.0,72.0,31,team_sports - football
0,16.0,157.0,51.0,72,artistic_aesthetic_judged - diving
1,24.0,184.0,78.0,40,team_sports - water_polo
1,24.0,178.0,77.0,40,precision_marksmanship - shooting
0,25.0,170.0,64.0,212,team_sports - hockey
1,26.0,193.0,110.0,13,winter_sliding_alpine - bobsleigh
1,22.0,180.0,74.0,102,team_sports - football
1,34.0,174.0,80.0,67,team_sports - hockey
1,26.0,188.0,89.0,35,team_sports - baseball_softball
1,26.0,185.0,85.0,12,team_sports - football
1,22.0,179.0,73.0,153,team_sports - football
0,22.0,181.0,73.0,102,team_sports - basketball
0,20.0,179.0,64.0,190,team_sports - football
1,24.0,191.0,93.0,67,watercraft_racing - rowing
1,20.0,164.0,54.0,45,artistic_aesthetic_judged - diving
1,24.0,186.0,85.0,19,judo - middle_classes_mixed
1,23.0,176.0,68.0,190,watercraft_racing - sailing
1,22.0,180.0,81.0,67,team_sports - ice_hockey
0,21.0,166.0,61.0,189,team_sports - basketball
1,21.0,175.0,70.0,19,sprint_classes - swimming
0,27.0,156.0,47.0,19,team_sports - hockey
1,23.0,178.0,66.0,86,sprint_classes - athletics
1,25.0,193.0,96.0,72,watercraft_racing - rowing
1,18.0,165.0,53.0,40,artistic_aesthetic_judged - gymnastics
1,26.0,190.0,85.0,72,watercraft_racing - rowing
1,31.0,188.0,85.0,12,racket_net_sports - badminton
1,21.0,174.0,70.0,123,team_sports - football
1,40.0,165.0,86.0,212,precision_marksmanship - shooting
1,28.0,175.0,68.0,166,winter_sliding_alpine - bobsleigh
1,21.0,187.0,87.0,166,watercraft_racing - canoeing_kayaking
1,24.0,197.0,102.0,61,team_sports - handball
1,23.0,175.0,90.0,149,weightlifting - middle_classes
1,22.0,178.0,75.0,123,team_sports - football
0,19.0,172.0,70.0,145,sprint_classes - athletics
1,23.0,182.0,83.0,147,team_sports - ice_hockey
0,22.0,172.0,55.0,107,racket_net_sports - badminton
1,23.0,190.0,95.0,88,watercraft_racing - rowing
1,33.0,170.0,73.0,210,team_sports - ice_hockey
1,25.0,187.0,80.0,74,team_sports - water_polo
1,18.0,190.0,72.0,212,athletics_technical - jumps_and_vault
1,27.0,182.0,103.0,107,wrestling - heavy_classes_power
1,23.0,191.0,88.0,74,watercraft_racing - rowing
1,27.0,172.0,58.0,19,endurance_stamina - running
1,21.0,180.0,75.0,56,Uncategorized
0,26.0,168.0,64.0,190,sprint_classes - athletics
0,23.0,157.0,53.0,66,artistic_aesthetic_judged - gymnastics
1,19.0,167.0,57.0,104,endurance_stamina - running
1,19.0,170.0,74.0,68,wrestling - middle_classes_mixed
1,22.0,178.0,75.0,40,fencing
1,30.0,175.0,62.0,212,endurance_stamina - biathlon
1,24.0,178.0,72.0,19,endurance_stamina - road_cycling
1,23.0,169.0,60.0,209,judo - lighter_classes_speed
1,19.0,175.0,68.0,102,team_sports - basketball
1,22.0,179.0,77.0,67,endurance_stamina - road_cycling
1,25.0,183.0,78.0,40,multi_discipline_combined
1,32.0,193.0,125.0,98,strength_power_throws
1,20.0,170.0,69.0,215,boxing - middle_classes_mixed
1,20.0,183.0,72.0,52,endurance_stamina - running
1,22.0,173.0,78.0,149,winter_sliding_alpine - alpine_skiing
0,23.0,170.0,58.0,98,endurance_stamina - road_cycling
1,20.0,174.0,59.0,155,sprint_classes - athletics
1,22.0,189.0,83.0,210,team_sports - water_polo
1,26.0,185.0,75.0,67,boxing - middle_classes_mixed
1,25.0,179.0,67.0,187,Uncategorized
1,41.0,174.0,69.0,26,precision_marksmanship - shooting
1,21.0,193.0,85.0,212,team_sports - baseball_softball
1,28.0,174.0,75.0,92,weightlifting - middle_classes
0,17.0,168.0,50.0,77,endurance_stamina - running
1,22.0,173.0,76.0,155,wrestling - middle_classes_mixed
1,23.0,198.0,87.0,28,team_sports - volleyball
0,16.0,161.0,41.0,50,artistic_aesthetic_judged - gymnastics
0,21.0,170.0,74.0,79,team_sports - football
0,24.0,170.0,55.0,67,sprint_classes - athletics
1,16.0,168.0,59.0,35,artistic_aesthetic_judged - diving
0,23.0,163.0,55.0,98,artistic_aesthetic_judged - gymnastics
1,22.0,205.0,93.0,215,team_sports - basketball
0,24.0,167.0,54.0,212,endurance_stamina - cross_country_skiing
1,25.0,195.0,107.0,212,team_sports - ice_hockey
1,24.0,181.0,85.0,12,wrestling - middle_classes_mixed
1,24.0,183.0,77.0,13,fencing
1,19.0,182.0,64.0,63,athletics_technical - hurdles_steeplechase
1,21.0,177.0,80.0,8,team_sports - hockey
1,26.0,184.0,82.0,68,watercraft_racing - rowing
1,19.0,185.0,84.0,223,racket_net_sports - table_tennis
1,27.0,183.0,67.0,187,endurance_stamina - road_cycling
1,21.0,193.0,85.0,53,team_sports - handball
1,25.0,168.0,57.0,123,wrestling - lighter_classes_speed
1,23.0,166.0,62.0,88,wrestling - lighter_classes_speed
1,15.0,177.0,70.0,12,Uncategorized
0,16.0,152.0,43.0,168,artistic_aesthetic_judged - gymnastics
0,19.0,178.0,73.0,49,endurance_stamina - longer_middle_swimming
1,26.0,190.0,93.0,93,watercraft_racing - rowing
0,24.0,152.0,57.0,72,team_sports - hockey
0,23.0,167.0,65.0,107,team_sports - hockey
1,26.0,177.0,68.0,142,watercraft_racing - sailing
1,24.0,173.0,68.0,67,endurance_stamina - road_cycling
0,23.0,174.0,68.0,168,fencing
1,19.0,182.0,74.0,19,endurance_stamina - road_cycling
1,26.0,176.0,65.0,67,endurance_stamina - triathlon
1,28.0,180.0,70.0,72,team_sports - hockey
0,23.0,170.0,58.0,102,team_sports - basketball
1,19.0,155.0,50.0,74,Uncategorized
1,29.0,187.0,120.0,212,wrestling - heavy_classes_power
1,29.0,175.0,64.0,66,athletics_technical - hurdles_steeplechase
1,28.0,180.0,77.0,225,endurance_stamina - road_cycling
1,24.0,185.0,71.0,68,sprint_classes - athletics
1,21.0,175.0,67.0,35,boxing - middle_classes_mixed
0,17.0,160.0,54.0,107,sprint_classes - swimming
1,26.0,196.0,85.0,35,team_sports - basketball
0,25.0,170.0,60.0,79,racket_net_sports - table_tennis
0,23.0,160.0,74.0,212,team_sports - curling
0,25.0,181.0,64.0,28,team_sports - volleyball
0,25.0,167.0,60.0,12,artistic_aesthetic_judged - synchronized_swimming
1,22.0,171.0,67.0,98,artistic_aesthetic_judged - gymnastics
1,21.0,173.0,57.0,167,boxing - lighter_classes_speed
1,22.0,192.0,82.0,61,watercraft_racing - rowing
0,28.0,162.0,63.0,166,winter_sliding_alpine - bobsleigh
1,24.0,180.0,70.0,88,equestrian
1,25.0,175.0,79.0,31,wrestling - middle_classes_mixed
1,47.0,184.0,97.0,120,precision_marksmanship - shooting
1,24.0,166.0,62.0,161,artistic_aesthetic_judged - gymnastics
1,20.0,186.0,83.0,88,team_sports - water_polo
1,25.0,203.0,98.0,49,team_sports - handball
1,19.0,169.0,57.0,159,boxing - lighter_classes_speed
1,18.0,189.0,63.0,66,winter_sliding_alpine - ski_jumping
0,23.0,173.0,63.0,208,sprint_classes - swimming
1,30.0,180.0,100.0,98,judo - middle_classes_mixed
0,19.0,159.0,68.0,35,team_sports - football
1,23.0,180.0,87.0,190,team_sports - ice_hockey
1,17.0,177.0,68.0,86,sprint_classes - swimming
1,24.0,180.0,80.0,35,team_sports - hockey
0,24.0,176.0,70.0,129,sprint_classes - swimming
1,22.0,174.0,76.0,142,team_sports - hockey
1,28.0,172.0,96.0,168,wrestling - heavy_classes_power
1,30.0,181.0,76.0,187,endurance_stamina - road_cycling
1,32.0,192.0,92.0,159,team_sports - handball
0,20.0,170.0,68.0,102,winter_sliding_alpine - luge
0,28.0,165.0,58.0,212,endurance_stamina - cross_country_skiing
1,30.0,170.0,64.0,72,endurance_stamina - running
1,27.0,188.0,82.0,77,athletics_technical - jumps_and_vault
1,21.0,188.0,88.0,211,team_sports - basketball
1,21.0,187.0,75.0,40,athletics_technical - hurdles_steeplechase
1,23.0,165.0,57.0,3,boxing - lighter_classes_speed
1,24.0,184.0,90.0,67,winter_sliding_alpine - bobsleigh
1,29.0,175.0,60.0,128,multi_discipline_combined
0,24.0,174.0,97.0,107,strength_power_throws
1,26.0,171.0,84.0,89,watercraft_racing - sailing
1,19.0,176.0,69.0,67,watercraft_racing - sailing
1,25.0,173.0,75.0,79,weightlifting - middle_classes
1,29.0,215.0,98.0,98,team_sports - basketball
1,24.0,180.0,72.0,212,watercraft_racing - rowing
1,25.0,190.0,78.0,38,sprint_classes - athletics
1,29.0,185.0,140.0,204,precision_marksmanship - shooting
0,24.0,184.0,69.0,182,racket_net_sports - tennis
1,21.0,179.0,74.0,77,endurance_stamina - road_cycling
1,21.0,177.0,53.0,35,watercraft_racing - rowing
1,14.0,162.0,48.0,8,Uncategorized
1,21.0,188.0,80.0,100,sprint_classes - athletics
0,22.0,183.0,85.0,149,team_sports - basketball
1,25.0,188.0,85.0,40,athletics_technical - jumps_and_vault
1,26.0,183.0,71.0,212,athletics_technical - jumps_and_vault
0,26.0,176.0,71.0,209,watercraft_racing - rowing
0,18.0,164.0,57.0,98,winter_sliding_alpine - luge
0,28.0,174.0,83.0,77,strength_power_throws
1,27.0,180.0,73.0,98,watercraft_racing - canoeing_kayaking
1,34.0,192.0,90.0,90,wrestling - middle_classes_mixed
0,27.0,177.0,70.0,40,team_sports - basketball
0,21.0,185.0,83.0,50,team_sports - basketball
1,29.0,170.0,65.0,78,sprint_classes - athletics
1,29.0,171.0,63.0,35,equestrian
1,24.0,187.0,83.0,53,team_sports - football
0,17.0,163.0,46.0,77,artistic_aesthetic_judged - gymnastics
1,23.0,180.0,70.0,212,fencing
0,30.0,169.0,58.0,166,fencing
0,25.0,163.0,53.0,155,sprint_classes - athletics
1,21.0,170.0,54.0,104,endurance_stamina - running
1,21.0,190.0,95.0,142,team_sports - water_polo
1,29.0,193.0,94.0,68,Uncategorized
1,21.0,178.0,75.0,78,sprint_classes - athletics
0,26.0,163.0,59.0,187,winter_sliding_alpine - alpine_skiing
1,25.0,183.0,84.0,168,watercraft_racing - sailing
1,27.0,169.0,62.0,123,team_sports - football
0,24.0,166.0,63.0,161,judo - middle_classes_mixed
0,19.0,160.0,51.0,35,sprint_classes - athletics
1,45.0,169.0,70.0,107,precision_marksmanship - shooting
0,24.0,170.0,58.0,190,endurance_stamina - cross_country_skiing
1,23.0,180.0,78.0,68,team_sports - ice_hockey
1,24.0,176.0,71.0,210,artistic_aesthetic_judged - figure_skating
1,35.0,172.0,80.0,58,precision_marksmanship - shooting
0,22.0,165.0,58.0,135,precision_marksmanship - shooting
0,16.0,173.0,61.0,212,sprint_classes - swimming
0,27.0,166.0,57.0,190,team_sports - football
1,22.0,182.0,77.0,72,multi_discipline_combined
1,27.0,181.0,75.0,78,boxing - middle_classes_mixed
1,29.0,180.0,93.0,52,winter_sliding_alpine - bobsleigh
1,25.0,176.0,61.0,66,multi_discipline_combined
1,24.0,175.0,70.0,187,multi_discipline_combined
1,21.0,164.0,60.0,160,wrestling - lighter_classes_speed
0,27.0,158.0,53.0,102,team_sports - hockey
1,25.0,186.0,85.0,147,watercraft_racing - sailing
1,24.0,185.0,120.0,149,strength_power_throws
1,18.0,167.0,64.0,102,artistic_aesthetic_judged - snowboarding
0,16.0,160.0,41.0,75,artistic_aesthetic_judged - figure_skating
1,21.0,174.0,75.0,8,boxing - middle_classes_mixed
0,23.0,168.0,51.0,29,endurance_stamina - running
1,20.0,183.0,83.0,35,watercraft_racing - canoeing_kayaking
1,22.0,172.0,74.0,190,wrestling - middle_classes_mixed
0,30.0,162.0,57.0,212,endurance_stamina - road_cycling
0,15.0,165.0,60.0,191,sprint_classes - swimming
1,25.0,182.0,64.0,149,endurance_stamina - running
1,21.0,187.0,70.0,68,Uncategorized
1,18.0,184.0,70.0,98,sprint_classes - swimming
1,27.0,182.0,73.0,149,team_sports - hockey
0,21.0,178.0,61.0,105,athletics_technical - hurdles_steeplechase
1,22.0,172.0,78.0,72,judo - middle_classes_mixed
1,22.0,184.0,78.0,142,Uncategorized
1,19.0,183.0,77.0,212,endurance_stamina - running
1,31.0,186.0,84.0,194,team_sports - basketball
1,32.0,194.0,141.0,212,weightlifting - heavy_classes
0,22.0,172.0,58.0,210,artistic_aesthetic_judged - synchronized_swimming
1,26.0,160.0,54.0,43,boxing - lighter_classes_speed
1,27.0,194.0,97.0,178,team_sports - handball
1,27.0,170.0,64.0,98,watercraft_racing - canoeing_kayaking
1,31.0,184.0,95.0,53,team_sports - handball
1,21.0,185.0,79.0,212,endurance_stamina - cross_country_skiing
0,26.0,180.0,75.0,8,team_sports - hockey
1,42.0,175.0,87.0,61,precision_marksmanship - shooting
1,23.0,186.0,70.0,212,athletics_technical - hurdles_steeplechase
1,30.0,188.0,81.0,187,watercraft_racing - rowing
1,22.0,174.0,65.0,102,team_sports - football
1,26.0,156.0,54.0,129,wrestling - lighter_classes_speed
1,27.0,195.0,82.0,49,team_sports - basketball
0,23.0,166.0,66.0,102,team_sports - rugby_sevens
1,24.0,186.0,77.0,212,multi_discipline_combined
1,20.0,188.0,81.0,223,boxing - middle_classes_mixed
1,28.0,196.0,92.0,61,team_sports - handball
1,29.0,175.0,75.0,40,racket_net_sports - badminton
1,24.0,180.0,80.0,40,watercraft_racing - canoeing_kayaking
1,19.0,174.0,57.0,12,boxing - lighter_classes_speed
0,18.0,176.0,77.0,53,sprint_classes - swimming
1,28.0,197.0,115.0,168,winter_sliding_alpine - bobsleigh
1,24.0,177.0,68.0,12,endurance_stamina - cross_country_skiing
1,36.0,183.0,73.0,66,precision_marksmanship - archery
0,16.0,176.0,60.0,1,sprint_classes - swimming
1,27.0,180.0,80.0,187,team_sports - ice_hockey
1,23.0,180.0,86.0,88,wrestling - middle_classes_mixed
1,20.0,179.0,65.0,160,Uncategorized
1,23.0,174.0,64.0,104,endurance_stamina - running
0,53.0,162.0,66.0,72,equestrian
0,22.0,158.0,56.0,77,artistic_aesthetic_judged - gymnastics
1,26.0,188.0,97.0,35,team_sports - ice_hockey
1,30.0,174.0,71.0,88,multi_discipline_combined
1,22.0,177.0,65.0,190,winter_sliding_alpine - alpine_skiing
1,24.0,187.0,80.0,213,boxing - heavy_classes_power
0,23.0,173.0,64.0,147,endurance_stamina - road_cycling
1,22.0,187.0,84.0,12,sprint_classes - swimming
1,22.0,192.0,160.0,92,weightlifting - heavy_classes
1,21.0,186.0,86.0,107,judo - middle_classes_mixed
1,22.0,173.0,140.0,19,weightlifting - heavy_classes
1,20.0,162.0,59.0,12,artistic_aesthetic_judged - gymnastics
0,25.0,178.0,80.0,74,strength_power_throws
1,24.0,173.0,70.0,62,endurance_stamina - biathlon
1,24.0,180.0,82.0,79,sprint_classes - cycling
0,19.0,158.0,49.0,210,artistic_aesthetic_judged - diving
0,22.0,168.0,64.0,142,sprint_classes - athletics
1,27.0,189.0,108.0,53,weightlifting - heavy_classes
1,25.0,190.0,85.0,35,watercraft_racing - rowing
1,25.0,184.0,82.0,107,team_sports - volleyball
1,21.0,193.0,102.0,50,boxing - heavy_classes_power
1,20.0,175.0,72.0,194,team_sports - ice_hockey
1,25.0,190.0,81.0,209,boxing - heavy_classes_power
1,27.0,188.0,116.0,212,strength_power_throws
1,32.0,186.0,92.0,189,team_sports - ice_hockey
1,25.0,175.0,72.0,145,athletics_technical - jumps_and_vault
1,22.0,156.0,56.0,209,weightlifting - light_classes
1,22.0,202.0,78.0,92,team_sports - volleyball
1,35.0,160.0,70.0,210,weightlifting - light_classes
1,24.0,189.0,98.0,168,winter_sliding_alpine - bobsleigh
0,28.0,173.0,65.0,204,athletics_technical - hurdles_steeplechase
1,22.0,187.0,84.0,98,team_sports - water_polo
1,23.0,184.0,78.0,61,endurance_stamina - road_cycling
1,23.0,185.0,81.0,166,watercraft_racing - canoeing_kayaking
1,21.0,193.0,90.0,100,multi_discipline_combined
0,15.0,142.0,34.0,212,artistic_aesthetic_judged - gymnastics
1,21.0,197.0,90.0,210,fencing
1,24.0,178.0,68.0,212,sprint_classes - athletics
1,23.0,185.0,78.0,190,watercraft_racing - sailing
0,29.0,163.0,54.0,28,endurance_stamina - road_cycling
1,22.0,185.0,74.0,173,team_sports - football
1,25.0,178.0,69.0,212,sprint_classes - athletics
1,22.0,178.0,82.0,212,team_sports - ice_hockey
0,26.0,163.0,62.0,12,team_sports - hockey
1,25.0,159.0,57.0,210,wrestling - lighter_classes_speed
1,26.0,168.0,77.0,61,winter_sliding_alpine - bobsleigh
1,21.0,181.0,82.0,98,watercraft_racing - rowing
1,28.0,188.0,79.0,162,athletics_technical - hurdles_steeplechase
1,18.0,183.0,69.0,77,multi_discipline_combined
1,17.0,178.0,68.0,5,sprint_classes - swimming
1,37.0,178.0,70.0,97,watercraft_racing - sailing
0,40.0,155.0,62.0,159,precision_marksmanship - archery
1,21.0,173.0,70.0,19,endurance_stamina - road_cycling
0,20.0,165.0,60.0,27,sprint_classes - swimming
0,19.0,169.0,69.0,72,winter_sliding_alpine - alpine_skiing
1,17.0,179.0,79.0,67,Uncategorized
1,20.0,175.0,66.0,202,sprint_classes - athletics
1,22.0,180.0,98.0,93,strength_power_throws
1,19.0,169.0,71.0,223,team_sports - football
0,28.0,176.0,83.0,31,strength_power_throws
1,25.0,180.0,76.0,12,racket_net_sports - tennis
0,25.0,178.0,73.0,102,team_sports - basketball
1,23.0,185.0,73.0,98,endurance_stamina - running
1,27.0,189.0,89.0,194,team_sports - volleyball
1,22.0,167.0,62.0,25,artistic_aesthetic_judged - gymnastics
0,23.0,157.0,52.0,35,artistic_aesthetic_judged - diving
1,20.0,169.0,55.0,86,fencing
1,33.0,177.0,83.0,35,precision_marksmanship - shooting
1,28.0,170.0,68.0,50,sprint_classes - athletics
0,22.0,177.0,50.0,40,artistic_aesthetic_judged - rhythmic_gymnastics
1,19.0,170.0,65.0,151,team_sports - hockey
1,22.0,178.0,68.0,104,sprint_classes - athletics
0,21.0,167.0,58.0,213,Uncategorized
0,28.0,164.0,48.0,201,endurance_stamina - running
0,18.0,162.0,52.0,68,artistic_aesthetic_judged - gymnastics
1,23.0,172.0,70.0,77,winter_sliding_alpine - ski_jumping
0,19.0,155.0,59.0,152,artistic_aesthetic_judged - gymnastics
0,25.0,169.0,58.0,35,team_sports - volleyball
1,21.0,178.0,80.0,223,watercraft_racing - rowing
1,24.0,163.0,60.0,223,boxing - lighter_classes_speed
1,25.0,185.0,82.0,142,watercraft_racing - rowing
1,16.0,178.0,68.0,210,sprint_classes - swimming
1,26.0,167.0,60.0,208,sprint_classes - athletics
1,23.0,175.0,68.0,62,endurance_stamina - cross_country_skiing
1,21.0,173.0,70.0,102,endurance_stamina - cross_country_skiing
0,19.0,163.0,59.0,145,sprint_classes - athletics
1,17.0,171.0,70.0,12,sprint_classes - swimming
0,15.0,162.0,53.0,12,sprint_classes - swimming
1,19.0,183.0,73.0,159,winter_sliding_alpine - alpine_skiing
0,28.0,181.0,72.0,128,team_sports - volleyball
1,21.0,178.0,67.0,35,equestrian
0,26.0,167.0,58.0,12,watercraft_racing - sailing
0,22.0,182.0,74.0,72,team_sports - hockey
1,28.0,169.0,60.0,74,judo - lighter_classes_speed
0,22.0,169.0,55.0,61,artistic_aesthetic_judged - rhythmic_gymnastics
0,22.0,170.0,58.0,216,watercraft_racing - rowing
1,22.0,168.0,62.0,88,sprint_classes - athletics
1,22.0,182.0,87.0,187,sprint_classes - swimming
1,22.0,175.0,66.0,145,athletics_technical - jumps_and_vault
1,24.0,189.0,100.0,168,winter_sliding_alpine - bobsleigh
1,23.0,188.0,78.0,210,athletics_technical - jumps_and_vault
0,26.0,163.0,58.0,212,team_sports - hockey
1,36.0,188.0,76.0,28,fencing
1,21.0,200.0,92.0,74,Uncategorized
1,20.0,180.0,88.0,202,sprint_classes - athletics
1,27.0,169.0,65.0,35,athletics_technical - hurdles_steeplechase
0,22.0,172.0,57.0,19,sprint_classes - athletics
1,21.0,187.0,80.0,88,team_sports - water_polo
1,20.0,180.0,86.0,45,judo - middle_classes_mixed
1,25.0,177.0,64.0,67,endurance_stamina - running
1,18.0,175.0,75.0,145,team_sports - football
0,28.0,164.0,68.0,8,endurance_stamina - triathlon
1,29.0,178.0,60.0,187,endurance_stamina - running
1,21.0,184.0,77.0,166,watercraft_racing - canoeing_kayaking
0,19.0,163.0,56.0,168,winter_sliding_alpine - alpine_skiing
1,22.0,180.0,80.0,88,watercraft_racing - canoeing_kayaking
1,22.0,191.0,93.0,72,watercraft_racing - rowing
1,21.0,178.0,79.0,62,wrestling - middle_classes_mixed
1,26.0,175.0,87.0,77,wrestling - middle_classes_mixed
1,27.0,185.0,80.0,35,watercraft_racing - canoeing_kayaking
1,25.0,165.0,60.0,88,equestrian
0,15.0,160.0,47.0,40,artistic_aesthetic_judged - diving
1,21.0,170.0,74.0,67,judo - middle_classes_mixed
1,23.0,176.0,69.0,74,winter_sliding_alpine - ski_jumping
1,38.0,172.0,60.0,203,endurance_stamina - running
1,19.0,177.0,76.0,213,sprint_classes - swimming
1,25.0,178.0,71.0,61,judo - middle_classes_mixed
1,22.0,172.0,98.5,50,weightlifting - heavy_classes
1,22.0,179.0,72.0,68,team_sports - ice_hockey
0,16.0,157.0,62.0,166,winter_sliding_alpine - alpine_skiing
1,26.0,180.0,65.0,190,endurance_stamina - running
0,20.0,187.0,62.0,28,team_sports - basketball
1,20.0,190.0,82.0,103,sprint_classes - swimming
0,21.0,173.0,63.0,102,athletics_technical - hurdles_steeplechase
1,23.0,180.0,71.0,35,watercraft_racing - canoeing_kayaking
0,21.0,186.0,70.0,142,watercraft_racing - rowing
1,26.0,178.0,77.0,159,endurance_stamina - biathlon
1,28.0,162.0,60.0,79,boxing - lighter_classes_speed
1,23.0,175.0,51.0,215,boxing - lighter_classes_speed
0,27.0,173.0,59.0,212,endurance_stamina - triathlon
1,30.0,180.0,85.0,12,endurance_stamina - running
1,24.0,189.0,82.0,167,athletics_technical - hurdles_steeplechase
1,21.0,187.0,82.0,12,endurance_stamina - road_cycling
0,27.0,176.0,77.0,50,strength_power_throws
1,24.0,185.0,63.0,120,endurance_stamina - road_cycling
1,23.0,199.0,95.0,167,team_sports - football
1,23.0,184.0,75.0,209,watercraft_racing - canoeing_kayaking
1,22.0,181.0,66.0,98,winter_sliding_alpine - ski_jumping
1,28.0,174.0,72.0,107,team_sports - football
0,30.0,167.0,68.0,190,team_sports - ice_hockey
1,21.0,183.0,76.0,88,team_sports - football
1,22.0,178.0,88.0,12,judo - middle_classes_mixed
0,20.0,173.0,68.0,201,team_sports - baseball_softball
1,20.0,178.0,82.0,50,endurance_stamina - road_cycling
1,25.0,185.0,105.0,14,weightlifting - heavy_classes
1,18.0,188.0,80.0,61,Uncategorized
1,28.0,178.0,73.0,40,multi_discipline_combined
1,28.0,175.0,69.0,190,endurance_stamina - triathlon
1,34.0,175.0,78.0,98,precision_marksmanship - shooting
1,24.0,162.0,51.0,35,endurance_stamina - road_cycling
1,25.0,176.0,85.0,187,winter_sliding_alpine - bobsleigh
1,22.0,163.0,63.0,13,judo - middle_classes_mixed
0,30.0,154.0,50.0,212,artistic_aesthetic_judged - diving
1,19.0,168.0,71.0,48,judo - middle_classes_mixed
1,27.0,189.0,95.0,98,watercraft_racing - rowing
1,26.0,179.0,84.0,35,winter_sliding_alpine - alpine_skiing
1,21.0,170.0,68.0,81,multi_discipline_combined
0,24.0,178.0,77.0,212,team_sports - ice_hockey
1,23.0,186.0,94.0,2,weightlifting - heavy_classes
0,42.0,167.0,60.0,212,precision_marksmanship - archery
1,22.0,195.0,78.0,31,team_sports - volleyball
0,23.0,167.0,56.0,12,racket_net_sports - badminton
1,22.0,178.0,76.0,149,artistic_aesthetic_judged - gymnastics
1,23.0,178.0,76.0,212,artistic_aesthetic_judged - diving
0,27.0,174.0,92.0,210,strength_power_throws
1,27.0,191.0,91.0,77,boxing - heavy_classes_power
1,47.0,173.0,90.0,28,precision_marksmanship - shooting
1,25.0,193.0,125.0,212,strength_power_throws
1,23.0,180.0,78.0,155,team_sports - basketball
0,17.0,170.0,75.0,31,strength_power_throws
0,29.0,173.0,69.0,212,watercraft_racing - rowing
1,20.0,160.0,51.0,78,boxing - lighter_classes_speed
1,22.0,178.0,67.0,72,boxing - middle_classes_mixed
0,24.0,175.0,76.0,28,team_sports - water_polo
1,26.0,195.0,96.0,31,team_sports - water_polo
0,23.0,164.0,53.0,212,sprint_classes - athletics
1,26.0,186.0,84.0,28,team_sports - handball
0,22.0,153.0,46.0,189,artistic_aesthetic_judged - figure_skating
1,29.0,165.0,82.0,79,team_sports - baseball_softball
0,20.0,180.0,93.0,5,team_sports - handball
1,22.0,178.0,59.0,53,endurance_stamina - running
1,25.0,171.0,63.0,147,multi_discipline_combined
0,18.0,160.0,51.0,201,sprint_classes - swimming
0,14.0,170.0,64.0,88,sprint_classes - swimming
1,24.0,165.0,54.0,200,boxing - lighter_classes_speed
1,26.0,194.0,96.0,172,watercraft_racing - canoeing_kayaking
1,30.0,193.0,97.0,168,team_sports - volleyball
1,31.0,193.0,88.0,62,team_sports - volleyball
1,27.0,199.0,97.0,178,team_sports - handball
1,20.0,202.0,90.0,28,team_sports - basketball
1,23.0,178.0,71.0,89,boxing - middle_classes_mixed
1,22.0,193.0,89.0,77,fencing
1,21.0,194.0,88.0,40,watercraft_racing - rowing
1,21.0,163.0,54.0,93,boxing - lighter_classes_speed
0,25.0,187.0,75.0,204,team_sports - volleyball
1,36.0,170.0,56.0,25,precision_marksmanship - shooting
1,23.0,177.0,75.0,42,team_sports - football
1,24.0,184.0,90.0,72,watercraft_racing - sailing
0,26.0,162.0,56.0,139,athletics_technical - hurdles_steeplechase
0,21.0,164.0,55.0,98,endurance_stamina - cross_country_skiing
1,18.0,185.0,82.0,12,precision_marksmanship - archery
1,32.0,178.0,68.0,189,endurance_stamina - running
0,27.0,157.0,51.0,102,endurance_stamina - biathlon
1,26.0,157.0,53.0,61,endurance_stamina - running
