Sex,Age,Height,Weight,NOC,Category
1,37.0,167.0,57.0,21,endurance_stamina - running
1,21.0,181.0,72.0,178,endurance_stamina - biathlon
0,27.0,168.0,61.0,210,endurance_stamina - running
1,29.0,190.0,87.0,98,team_sports - football
0,25.0,167.0,57.0,147,team_sports - handball
1,19.0,188.0,79.0,72,Uncategorized
1,35.0,170.0,68.0,53,equestrian
1,24.0,180.0,78.0,203,team_sports - handball
1,23.0,173.0,71.0,67,boxing - middle_classes_mixed
1,30.0,192.0,92.0,12,team_sports - water_polo
1,30.0,183.0,86.0,35,watercraft_racing - canoeing_kayaking
0,27.0,172.0,70.0,53,team_sports - handball
0,21.0,162.0,51.0,107,sprint_classes - swimming
1,31.0,184.0,82.0,212,team_sports - hockey
1,21.0,193.0,90.0,41,sprint_classes - athletics
0,19.0,185.0,80.0,40,watercraft_racing - rowing
1,27.0,181.0,110.0,98,strength_power_throws
1,27.0,170.0,73.0,51,judo - middle_classes_mixed
1,20.0,170.0,62.0,90,team_sports - hockey
1,21.0,179.0,65.0,72,endurance_stamina - running
1,24.0,204.0,97.0,128,team_sports - basketball
0,17.0,172.0,63.0,28,sprint_classes - swimming
1,29.0,178.0,82.0,98,team_sports - ice_hockey
1,27.0,188.0,79.0,58,team_sports - volleyball
1,23.0,180.0,79.0,176,sprint_classes - athletics
1,26.0,206.0,99.0,212,team_sports - basketball
1,22.0,167.0,94.0,14,weightlifting - heavy_classes
1,21.0,159.0,69.0,72,team_sports - football
1,31.0,190.0,70.0,119,endurance_stamina - running
1,29.0,188.0,95.0,178,team_sports - handball
1,23.0,180.0,83.0,147,team_sports - ice_hockey
1,25.0,178.0,80.0,35,winter_sliding_alpine - luge
1,20.0,169.0,55.0,216,precision_marksmanship - shooting
1,20.0,165.0,60.0,8,team_sports - hockey
1,25.0,187.0,69.0,62,endurance_stamina - biathlon
1,21.0,214.0,108.0,172,team_sports - basketball
0,20.0,162.0,57.0,67,sprint_classes - athletics
1,19.0,170.0,54.0,167,endurance_stamina - running
0,18.0,165.0,52.0,212,artistic_aesthetic_judged - diving
1,18.0,188.0,78.0,61,athletics_technical - jumps_and_vault
1,31.0,190.0,82.0,67,team_sports - volleyball
1,45.0,172.0,75.0,26,precision_marksmanship - shooting
0,19.0,186.0,76.0,40,team_sports - volleyball
0,19.0,155.0,45.0,212,artistic_aesthetic_judged - gymnastics
1,34.0,170.0,59.0,45,endurance_stamina - running
0,21.0,172.0,58.0,88,fencing
1,20.0,174.0,89.0,102,precision_marksmanship - archery
1,22.0,180.0,72.0,88,sprint_classes - cycling
0,18.0,188.0,77.0,212,sprint_classes - swimming
0,24.0,172.0,64.0,194,watercraft_racing - rowing
1,25.0,193.0,91.0,72,boxing - heavy_classes_power
1,27.0,168.0,65.0,102,fencing
0,21.0,157.0,50.0,72,artistic_aesthetic_judged - diving
1,22.0,167.0,60.0,206,sprint_classes - swimming
0,22.0,178.0,80.0,74,strength_power_throws
1,25.0,183.0,72.0,166,endurance_stamina - running
0,17.0,167.0,54.0,202,sprint_classes - athletics
1,23.0,176.0,73.0,35,sprint_classes - athletics
1,22.0,180.0,78.0,68,team_sports - ice_hockey
1,26.0,177.0,80.0,147,boxing - lighter_classes_speed
1,24.0,169.0,63.0,128,team_sports - football
1,17.0,172.0,65.0,159,precision_marksmanship - shooting
1,23.0,170.0,66.0,28,racket_net_sports - table_tennis
0,26.0,180.0,69.0,72,team_sports - water_polo
0,25.0,178.0,72.0,35,team_sports - football
1,42.0,173.0,70.0,159,precision_marksmanship - shooting
1,20.0,190.0,87.0,203,team_sports - volleyball
1,41.0,171.0,69.0,19,equestrian
1,20.0,187.0,88.0,88,team_sports - water_polo
1,23.0,171.0,62.0,101,endurance_stamina - running
0,23.0,162.0,53.0,68,endurance_stamina - cross_country_skiing
1,24.0,165.0,72.0,66,sprint_classes - speed_skating
1,22.0,175.0,72.0,67,artistic_aesthetic_judged - freestyle_skiing
1,28.0,188.0,80.0,12,athletics_technical - jumps_and_vault
1,23.0,190.0,92.0,72,watercraft_racing - rowing
0,22.0,191.0,71.0,28,team_sports - volleyball
0,22.0,167.0,69.0,107,team_sports - hockey
1,23.0,178.0,67.0,72,endurance_stamina - running
1,27.0,179.0,77.0,28,watercraft_racing - rowing
0,29.0,178.0,67.0,28,team_sports - volleyball
0,16.0,170.0,61.0,190,sprint_classes - swimming
0,17.0,170.0,59.0,212,sprint_classes - swimming
0,30.0,167.0,49.0,142,endurance_stamina - running
1,22.0,200.0,97.0,3,boxing - heavy_classes_power
1,24.0,178.0,85.0,98,winter_sliding_alpine - luge
1,27.0,157.0,50.0,39,sprint_classes - athletics
0,20.0,176.0,62.0,77,team_sports - hockey
0,21.0,176.0,67.0,107,team_sports - volleyball
1,21.0,180.0,64.0,68,boxing - lighter_classes_speed
1,24.0,165.0,66.0,40,weightlifting - light_classes
1,22.0,183.0,80.0,103,team_sports - water_polo
0,18.0,170.0,52.0,212,sprint_classes - athletics
0,23.0,161.0,57.0,102,team_sports - basketball
1,21.0,178.0,83.0,210,team_sports - water_polo
1,27.0,186.0,82.0,212,winter_sliding_alpine - bobsleigh
0,23.0,151.0,49.0,102,endurance_stamina - cross_country_skiing
0,29.0,168.0,60.0,168,racket_net_sports - table_tennis
0,20.0,172.0,61.0,107,team_sports - volleyball
1,26.0,181.0,80.0,67,winter_sliding_alpine - luge
1,18.0,178.0,71.0,35,Uncategorized
1,24.0,177.0,70.0,28,equestrian
1,23.0,166.0,60.0,61,artistic_aesthetic_judged - diving
1,24.0,168.0,72.0,50,watercraft_racing - canoeing_kayaking
1,22.0,183.0,83.5,66,team_sports - ice_hockey
1,22.0,186.0,72.0,128,watercraft_racing - rowing
1,23.0,170.0,57.0,201,boxing - lighter_classes_speed
1,24.0,178.0,84.0,212,team_sports - ice_hockey
1,25.0,170.0,70.0,104,boxing - middle_classes_mixed
0,18.0,164.0,57.0,107,team_sports - hockey
1,30.0,180.0,78.0,142,racket_net_sports - badminton
0,22.0,176.0,64.0,168,sprint_classes - speed_skating
1,18.0,167.0,60.0,88,artistic_aesthetic_judged - gymnastics
1,37.0,182.0,88.0,68,winter_sliding_alpine - bobsleigh
1,20.0,184.0,83.0,50,sprint_classes - athletics
1,22.0,171.0,87.0,66,weightlifting - middle_classes
1,22.0,155.0,53.0,98,Uncategorized
0,30.0,161.0,53.0,66,team_sports - ice_hockey
1,26.0,178.0,78.0,149,team_sports - hockey
0,20.0,179.0,61.0,28,team_sports - basketball
1,20.0,186.0,85.0,210,watercraft_racing - canoeing_kayaking
0,18.0,155.0,52.0,106,sprint_classes - athletics
0,28.0,164.0,71.0,12,team_sports - hockey
1,22.0,185.0,76.0,67,athletics_technical - hurdles_steeplechase
1,29.0,181.0,71.0,53,endurance_stamina - running
1,23.0,175.0,66.0,3,endurance_stamina - running
1,29.0,178.0,74.0,72,watercraft_racing - rowing
0,29.0,160.0,54.0,121,sprint_classes - athletics
0,27.0,170.0,69.0,212,watercraft_racing - rowing
1,26.0,181.0,84.0,194,watercraft_racing - canoeing_kayaking
0,18.0,162.0,59.0,159,team_sports - hockey
1,24.0,175.0,68.0,173,sprint_classes - athletics
1,20.0,177.0,75.0,61,winter_sliding_alpine - bobsleigh
1,22.0,174.0,69.0,8,team_sports - football
1,32.0,165.0,60.0,160,endurance_stamina - cross_country_skiing
0,22.0,162.0,58.0,77,sprint_classes - athletics
0,25.0,170.0,68.0,187,fencing
1,22.0,170.0,66.0,107,sprint_classes - speed_skating
0,23.0,165.0,56.0,93,endurance_stamina - road_cycling
1,19.0,178.0,74.0,61,fencing
0,21.0,155.0,45.0,149,winter_sliding_alpine - alpine_skiing
1,28.0,175.0,72.0,98,winter_sliding_alpine - bobsleigh
0,34.0,171.0,64.0,72,team_sports - volleyball
1,22.0,187.0,80.0,136,athletics_technical - hurdles_steeplechase
1,19.0,164.0,56.0,67,artistic_aesthetic_judged - figure_skating
1,23.0,178.0,65.0,168,multi_discipline_combined
1,20.0,170.0,60.0,48,team_sports - football
1,18.0,183.0,80.0,212,Uncategorized
1,32.0,181.0,68.0,31,team_sports - volleyball
1,22.0,189.0,87.0,190,watercraft_racing - rowing
1,22.0,178.0,82.0,212,sprint_classes - cycling
1,36.0,178.0,71.0,129,endurance_stamina - cross_country_skiing
1,24.0,178.0,59.0,210,athletics_technical - hurdles_steeplechase
1,24.0,174.0,72.0,102,team_sports - baseball_softball
1,26.0,179.0,64.0,98,athletics_technical - hurdles_steeplechase
1,18.0,182.0,85.0,149,sprint_classes - swimming
1,33.0,176.0,71.0,210,equestrian
0,20.0,160.0,53.0,161,artistic_aesthetic_judged - diving
1,22.0,181.0,79.0,61,team_sports - football
1,33.0,181.0,71.0,174,athletics_technical - hurdles_steeplechase
1,30.0,182.0,82.0,128,Uncategorized
1,28.0,185.0,90.0,98,winter_sliding_alpine - bobsleigh
1,25.0,183.0,94.0,212,team_sports - ice_hockey
0,23.0,168.0,56.0,67,sprint_classes - swimming
1,26.0,174.0,69.0,92,team_sports - football
0,17.0,169.0,62.0,19,Uncategorized
1,21.0,182.0,80.0,160,team_sports - football
1,18.0,173.0,62.0,117,winter_sliding_alpine - alpine_skiing
0,25.0,175.0,62.0,12,racket_net_sports - badminton
1,26.0,175.0,64.0,203,endurance_stamina - running
0,38.0,175.0,73.0,8,watercraft_racing - sailing
0,27.0,165.0,56.0,35,endurance_stamina - cross_country_skiing
0,23.0,177.0,63.0,98,team_sports - basketball
1,23.0,182.0,71.0,93,sprint_classes - athletics
1,31.0,187.0,120.0,119,strength_power_throws
0,26.0,169.0,66.0,142,team_sports - hockey
1,23.0,188.0,82.0,209,athletics_technical - jumps_and_vault
0,23.0,152.0,53.0,90,team_sports - hockey
1,25.0,181.0,78.0,149,racket_net_sports - badminton
0,24.0,177.0,70.0,77,watercraft_racing - rowing
1,24.0,190.0,90.0,58,team_sports - handball
1,30.0,190.0,91.0,77,multi_discipline_combined
1,41.0,177.0,70.0,68,precision_marksmanship - shooting
0,29.0,175.0,67.0,190,team_sports - handball
1,27.0,177.0,75.0,67,fencing
1,21.0,180.0,68.0,223,athletics_technical - hurdles_steeplechase
0,20.0,175.0,61.0,12,sprint_classes - swimming
1,28.0,170.0,67.0,78,boxing - middle_classes_mixed
0,26.0,174.0,69.0,149,watercraft_racing - rowing
1,39.0,165.0,65.0,194,precision_marksmanship - shooting
1,23.0,185.0,93.0,149,sprint_classes - cycling
0,18.0,160.0,53.0,155,sprint_classes - swimming
1,22.0,175.0,68.0,154,team_sports - football
1,23.0,171.0,75.0,102,Uncategorized
1,21.0,175.0,89.0,147,watercraft_racing - canoeing_kayaking
1,25.0,180.0,85.0,166,winter_sliding_alpine - bobsleigh
1,19.0,203.0,114.0,212,team_sports - basketball
1,28.0,173.0,60.0,203,endurance_stamina - running
1,22.0,187.0,81.0,212,racket_net_sports - tennis
0,22.0,164.0,56.0,187,sprint_classes - athletics
1,21.0,190.0,82.0,41,racket_net_sports - tennis
1,27.0,185.0,100.0,12,watercraft_racing - sailing
1,21.0,176.0,70.0,67,artistic_aesthetic_judged - freestyle_skiing
1,21.0,180.0,75.0,96,team_sports - football
1,23.0,175.0,72.0,90,team_sports - hockey
0,28.0,170.0,59.0,35,endurance_stamina - road_cycling
1,23.0,186.0,86.0,88,watercraft_racing - rowing
1,31.0,175.0,78.0,187,team_sports - ice_hockey
1,26.0,181.0,60.0,63,athletics_technical - hurdles_steeplechase
1,22.0,185.0,69.0,77,endurance_stamina - running
1,26.0,184.0,86.0,194,team_sports - football
1,21.0,168.0,67.0,171,boxing - middle_classes_mixed
1,21.0,195.0,91.0,12,watercraft_racing - rowing
1,23.0,170.0,65.0,48,team_sports - football
1,25.0,186.0,84.0,212,watercraft_racing - rowing
1,23.0,167.0,66.0,90,team_sports - hockey
0,21.0,168.0,60.0,67,sprint_classes - athletics
1,26.0,187.0,93.0,209,winter_sliding_alpine - bobsleigh
0,31.0,176.0,80.0,12,team_sports - baseball_softball
0,20.0,170.0,55.0,128,artistic_aesthetic_judged - synchronized_swimming
1,30.0,192.0,92.0,28,team_sports - handball
1,32.0,175.0,74.0,212,artistic_aesthetic_judged - figure_skating
1,27.0,168.0,55.0,128,endurance_stamina - running
0,28.0,183.0,68.0,142,watercraft_racing - rowing
1,22.0,163.0,69.0,50,boxing - lighter_classes_speed
1,21.0,176.0,79.0,159,team_sports - ice_hockey
1,26.0,168.0,62.0,102,endurance_stamina - running
1,26.0,186.0,87.0,50,team_sports - basketball
1,27.0,180.0,82.0,190,team_sports - ice_hockey
1,26.0,180.0,78.0,210,athletics_technical - hurdles_steeplechase
1,27.0,190.0,78.0,128,team_sports - basketball
1,23.0,175.0,80.0,189,team_sports - ice_hockey
1,22.0,170.0,70.0,120,team_sports - football
1,28.0,174.0,65.0,67,athletics_technical - hurdles_steeplechase
1,36.0,165.0,62.0,69,endurance_stamina - running
1,24.0,176.0,90.0,103,weightlifting - heavy_classes
1,22.0,184.0,81.0,53,watercraft_racing - rowing
1,28.0,189.0,95.0,67,winter_sliding_alpine - bobsleigh
1,23.0,190.0,120.0,49,strength_power_throws
1,21.0,180.0,76.0,98,sprint_classes - athletics
1,23.0,185.0,100.0,35,team_sports - basketball
1,25.0,186.0,84.0,68,team_sports - basketball
1,21.0,176.0,66.0,102,Uncategorized
1,23.0,182.0,75.0,190,precision_marksmanship - shooting
0,18.0,175.0,64.0,159,sprint_classes - swimming
1,32.0,173.0,62.0,35,endurance_stamina - running
1,28.0,168.0,67.0,101,endurance_stamina - running
1,25.0,190.0,91.0,12,team_sports - volleyball
0,19.0,165.0,53.0,187,artistic_aesthetic_judged - figure_skating
1,23.0,185.0,74.0,79,watercraft_racing - sailing
1,23.0,183.0,63.0,168,endurance_stamina - running
0,17.0,158.0,43.0,74,artistic_aesthetic_judged - diving
1,28.0,180.0,91.0,24,judo - middle_classes_mixed
1,23.0,189.0,82.0,61,team_sports - football
0,23.0,163.0,60.0,102,sprint_classes - speed_skating
1,24.0,197.0,98.0,168,watercraft_racing - rowing
1,25.0,173.0,71.0,194,team_sports - football
1,27.0,160.0,63.0,52,judo - lighter_classes_speed
0,25.0,172.0,58.0,13,Uncategorized
0,17.0,177.0,66.0,77,athletics_technical - jumps_and_vault
1,28.0,208.0,102.0,68,team_sports - basketball
1,19.0,188.0,86.0,212,Uncategorized
1,23.0,178.0,75.0,124,team_sports - hockey
0,28.0,165.0,48.0,88,endurance_stamina - running
0,24.0,163.0,62.0,102,team_sports - football
0,23.0,177.0,76.0,159,watercraft_racing - rowing
1,20.0,168.0,58.0,0,sprint_classes - athletics
1,21.0,180.0,73.0,19,sprint_classes - cycling
1,37.0,178.0,82.0,67,precision_marksmanship - shooting
0,26.0,172.0,58.0,212,team_sports - hockey
0,31.0,162.0,52.0,63,endurance_stamina - running
1,21.0,175.0,65.0,61,watercraft_racing - canoeing_kayaking
1,21.0,185.0,81.0,149,watercraft_racing - rowing
1,24.0,183.0,80.0,212,watercraft_racing - canoeing_kayaking
1,23.0,193.0,90.0,210,team_sports - basketball
1,20.0,200.0,87.0,64,sprint_classes - swimming
1,21.0,170.0,61.0,212,athletics_technical - hurdles_steeplechase
1,20.0,191.0,83.0,187,athletics_technical - hurdles_steeplechase
1,23.0,167.0,60.0,212,multi_discipline_combined
0,23.0,188.0,73.0,212,team_sports - basketball
1,17.0,184.0,74.0,40,sprint_classes - swimming
1,15.0,173.0,76.0,35,artistic_aesthetic_judged - diving
1,31.0,184.0,80.0,28,fencing
1,14.0,166.0,55.0,40,artistic_aesthetic_judged - diving
0,15.0,167.0,51.0,35,sprint_classes - swimming
1,29.0,170.0,65.0,68,judo - lighter_classes_speed
0,19.0,185.0,72.0,88,team_sports - basketball
0,24.0,162.0,53.0,210,sprint_classes - athletics
1,26.0,182.0,70.0,98,watercraft_racing - rowing
1,29.0,180.0,61.0,212,endurance_stamina - running
0,28.0,155.0,54.0,72,fencing
0,16.0,173.0,56.0,190,athletics_technical - jumps_and_vault
1,29.0,171.0,68.0,90,wrestling - middle_classes_mixed
1,39.0,188.0,90.0,178,team_sports - handball
0,25.0,167.0,62.0,210,endurance_stamina - cross_country_skiing
0,23.0,176.0,65.0,35,sprint_classes - swimming
1,25.0,206.0,118.0,12,team_sports - basketball
1,21.0,175.0,60.0,3,boxing - lighter_classes_speed
1,21.0,192.0,90.0,88,watercraft_racing - rowing
1,21.0,178.0,70.0,40,precision_marksmanship - archery
1,22.0,178.0,71.0,66,artistic_aesthetic_judged - gymnastics
1,27.0,191.0,96.0,212,wrestling - heavy_classes_power
1,19.0,198.0,93.0,212,watercraft_racing - rowing
1,35.0,182.0,90.0,66,wrestling - heavy_classes_power
1,21.0,172.0,75.0,74,team_sports - football
1,24.0,180.0,60.0,12,endurance_stamina - running
1,25.0,166.0,66.0,74,team_sports - football
1,22.0,177.0,64.0,78,sprint_classes - athletics
1,22.0,181.0,75.0,12,artistic_aesthetic_judged - freestyle_skiing
0,35.0,164.0,64.0,212,winter_sliding_alpine - luge
1,26.0,198.0,103.0,67,team_sports - handball
1,19.0,180.0,70.0,13,Uncategorized
1,24.0,190.0,84.0,66,endurance_stamina - cross_country_skiing
0,22.0,166.0,53.0,67,Uncategorized
1,26.0,179.0,70.0,72,equestrian
1,31.0,162.0,67.0,98,weightlifting - light_classes
1,28.0,173.0,70.0,168,precision_marksmanship - shooting
1,25.0,185.0,75.0,86,equestrian
0,25.0,170.0,56.0,61,team_sports - hockey
1,19.0,183.0,85.0,58,fencing
1,26.0,160.0,56.0,192,boxing - lighter_classes_speed
1,26.0,178.0,62.0,123,endurance_stamina - running
0,34.0,176.0,69.0,13,team_sports - handball
0,19.0,158.0,37.0,61,artistic_aesthetic_judged - rhythmic_gymnastics
1,28.0,196.0,112.0,52,team_sports - ice_hockey
1,24.0,187.0,77.0,190,team_sports - ice_hockey
0,16.0,168.0,55.0,77,artistic_aesthetic_judged - freestyle_skiing
1,27.0,190.0,88.0,151,strength_power_throws
0,25.0,168.0,63.0,40,team_sports - hockey
1,24.0,190.0,89.0,12,watercraft_racing - rowing
0,27.0,182.0,84.0,12,strength_power_throws
1,17.0,185.0,71.0,107,Uncategorized
0,22.0,168.0,77.0,12,strength_power_throws
1,28.0,180.0,71.0,13,watercraft_racing - sailing
0,24.0,168.0,61.0,68,team_sports - hockey
1,24.0,163.0,77.0,50,weightlifting - middle_classes
0,23.0,170.0,60.0,79,athletics_technical - jumps_and_vault
0,26.0,162.0,51.0,72,endurance_stamina - running
0,22.0,183.0,82.0,52,strength_power_throws
1,20.0,180.0,63.0,66,strength_power_throws
0,20.0,175.0,60.0,107,sprint_classes - swimming
0,16.0,168.0,57.0,154,team_sports - volleyball
1,23.0,193.0,71.0,67,Uncategorized
1,21.0,176.0,67.0,67,boxing - middle_classes_mixed
0,23.0,176.0,75.0,147,team_sports - handball
1,24.0,185.0,78.0,28,sprint_classes - athletics
1,19.0,172.0,91.0,192,boxing - heavy_classes_power
1,22.0,159.0,57.0,190,wrestling - lighter_classes_speed
1,28.0,167.0,63.0,61,endurance_stamina - running
1,23.0,178.0,84.0,35,team_sports - ice_hockey
1,26.0,185.0,75.0,35,watercraft_racing - rowing
1,32.0,198.0,99.0,67,team_sports - basketball
0,34.0,184.0,72.0,35,team_sports - curling
0,22.0,170.0,63.0,40,team_sports - hockey
1,14.0,169.0,54.0,40,artistic_aesthetic_judged - figure_skating
1,29.0,161.0,65.0,102,weightlifting - light_classes
1,24.0,174.0,80.0,223,team_sports - handball
1,25.0,179.0,65.0,66,boxing - lighter_classes_speed
1,21.0,162.0,57.0,8,boxing - lighter_classes_speed
1,30.0,175.0,76.0,40,team_sports - hockey
0,23.0,170.0,60.0,52,multi_discipline_combined
1,21.0,157.0,50.0,102,endurance_stamina - running
1,24.0,176.0,74.0,151,team_sports - hockey
0,26.0,178.0,62.0,142,team_sports - handball
0,18.0,161.0,55.0,166,fencing
1,24.0,194.0,94.0,166,team_sports - handball
1,21.0,177.0,75.0,210,team_sports - football
1,24.0,187.0,98.0,159,strength_power_throws
1,23.0,161.0,55.0,35,artistic_aesthetic_judged - gymnastics
1,24.0,164.0,66.0,103,judo - lighter_classes_speed
0,17.0,163.0,52.0,212,artistic_aesthetic_judged - diving
1,24.0,182.0,85.0,31,watercraft_racing - canoeing_kayaking
1,21.0,162.0,48.0,86,endurance_stamina - road_cycling
0,23.0,168.0,52.0,147,team_sports - curling
1,18.0,187.0,84.0,88,watercraft_racing - rowing
1,27.0,164.0,70.0,160,watercraft_racing - sailing
1,21.0,184.0,73.0,72,sprint_classes - athletics
1,31.0,185.0,73.0,88,fencing
1,21.0,174.0,69.5,215,sprint_classes - swimming
1,26.0,193.0,74.0,189,athletics_technical - hurdles_steeplechase
1,19.0,170.0,68.0,107,artistic_aesthetic_judged - diving
0,19.0,181.0,58.0,79,artistic_aesthetic_judged - rhythmic_gymnastics
0,19.0,157.0,52.0,72,artistic_aesthetic_judged - gymnastics
1,20.0,190.0,89.0,77,watercraft_racing - rowing
1,22.0,183.0,77.0,212,artistic_aesthetic_judged - gymnastics
1,25.0,172.0,70.0,159,team_sports - hockey
0,21.0,178.0,77.0,12,team_sports - baseball_softball
0,20.0,168.0,53.0,187,artistic_aesthetic_judged - synchronized_swimming
1,25.0,182.0,96.0,25,wrestling - heavy_classes_power
0,18.0,167.0,48.0,77,artistic_aesthetic_judged - rhythmic_gymnastics
1,24.0,191.0,97.0,134,team_sports - water_polo
0,24.0,171.0,65.0,40,team_sports - water_polo
0,30.0,166.0,61.0,162,team_sports - volleyball
1,25.0,177.0,87.0,4,precision_marksmanship - shooting
0,28.0,150.0,39.0,104,endurance_stamina - running
0,21.0,178.0,57.0,159,racket_net_sports - tennis
1,20.0,170.0,60.0,67,endurance_stamina - running
1,28.0,179.0,75.0,107,team_sports - baseball_softball
1,25.0,203.0,158.0,212,strength_power_throws
1,27.0,170.0,68.0,104,endurance_stamina - running
0,17.0,180.0,70.0,166,sprint_classes - swimming
0,18.0,168.0,54.0,167,endurance_stamina - road_cycling
1,25.0,188.0,89.0,211,team_sports - basketball
1,25.0,181.0,77.0,210,endurance_stamina - road_cycling
1,21.0,182.0,73.0,28,athletics_technical - jumps_and_vault
0,30.0,161.0,53.0,57,endurance_stamina - running
0,22.0,181.0,70.0,68,team_sports - volleyball
0,22.0,171.0,62.0,72,multi_discipline_combined
0,24.0,163.0,50.0,128,endurance_stamina - running
1,28.0,183.0,91.0,212,precision_marksmanship - shooting
1,20.0,188.0,83.0,67,sprint_classes - cycling
1,22.0,176.0,74.0,50,sprint_classes - athletics
1,22.0,190.0,83.0,88,watercraft_racing - canoeing_kayaking
1,23.0,195.0,92.0,210,watercraft_racing - rowing
1,27.0,170.0,62.0,116,sprint_classes - athletics
1,44.0,176.0,67.0,60,watercraft_racing - sailing
0,24.0,165.0,62.0,102,watercraft_racing - canoeing_kayaking
1,28.0,206.0,93.0,212,team_sports - basketball
1,25.0,187.0,85.0,190,team_sports - handball
1,26.0,175.0,75.0,212,artistic_aesthetic_judged - figure_skating
0,28.0,158.0,54.0,35,racket_net_sports - table_tennis
0,28.0,182.0,72.0,35,team_sports - basketball
1,29.0,178.0,61.0,72,endurance_stamina - running
1,27.0,150.0,72.0,39,racket_net_sports - table_tennis
0,23.0,185.0,74.0,67,watercraft_racing - sailing
1,24.0,185.0,83.0,97,watercraft_racing - sailing
1,23.0,168.0,62.0,88,sprint_classes - athletics
1,24.0,186.0,82.0,212,watercraft_racing - rowing
0,21.0,172.0,63.0,67,racket_net_sports - badminton
0,24.0,157.0,47.0,160,endurance_stamina - running
1,33.0,183.0,84.0,98,watercraft_racing - sailing
1,24.0,187.0,87.0,49,sprint_classes - swimming
1,25.0,176.0,83.0,159,watercraft_racing - sailing
1,26.0,201.0,75.0,210,athletics_technical - jumps_and_vault
1,21.0,186.0,81.0,145,team_sports - football
0,26.0,173.0,61.0,102,fencing
1,27.0,189.0,83.0,88,athletics_technical - jumps_and_vault
0,21.0,172.0,64.0,212,sprint_classes - swimming
1,23.0,180.0,70.0,210,team_sports - football
0,28.0,165.0,58.0,45,team_sports - rugby_sevens
0,29.0,160.0,56.0,98,fencing
1,27.0,187.0,84.0,77,athletics_technical - jumps_and_vault
1,26.0,178.0,75.0,61,team_sports - baseball_softball
1,22.0,183.0,85.0,223,team_sports - water_polo
0,26.0,169.0,62.0,35,artistic_aesthetic_judged - diving
1,26.0,180.0,74.0,31,team_sports - football
0,26.0,178.0,72.0,209,watercraft_racing - canoeing_kayaking
1,22.0,196.0,95.0,107,team_sports - volleyball
1,28.0,182.0,74.0,107,team_sports - basketball
1,22.0,189.0,75.0,142,team_sports - hockey
1,22.0,182.0,75.0,72,sprint_classes - speed_skating
1,21.0,180.0,70.0,54,sprint_classes - swimming
0,18.0,148.0,39.0,40,artistic_aesthetic_judged - gymnastics
1,22.0,199.0,91.0,8,team_sports - volleyball
0,22.0,151.0,45.0,166,watercraft_racing - rowing
1,27.0,170.0,67.0,211,equestrian
0,27.0,175.0,66.0,72,precision_marksmanship - archery
1,20.0,180.0,74.0,12,wrestling - middle_classes_mixed
1,26.0,182.0,76.0,68,equestrian
0,26.0,167.0,58.0,147,endurance_stamina - cross_country_skiing
1,25.0,178.0,75.0,212,fencing
1,23.0,175.0,68.0,194,endurance_stamina - road_cycling
0,25.0,165.0,55.0,12,racket_net_sports - tennis
1,22.0,201.0,90.0,142,team_sports - volleyball
1,25.0,178.0,79.0,35,winter_sliding_alpine - bobsleigh
0,24.0,168.0,47.0,12,endurance_stamina - running
1,21.0,165.0,55.0,163,endurance_stamina - running
1,21.0,190.0,120.0,172,team_sports - water_polo
1,22.0,163.0,51.0,142,watercraft_racing - rowing
1,23.0,166.0,60.0,102,wrestling - middle_classes_mixed
1,21.0,182.0,77.0,8,team_sports - football
1,28.0,181.0,74.0,68,team_sports - football
1,24.0,193.0,91.0,212,team_sports - basketball
0,27.0,172.0,78.0,5,team_sports - basketball
0,18.0,165.0,55.0,35,artistic_aesthetic_judged - figure_skating
1,24.0,177.0,68.0,212,fencing
1,27.0,191.0,120.0,159,strength_power_throws
0,24.0,188.0,76.0,204,team_sports - volleyball
1,24.0,187.0,68.0,77,winter_sliding_alpine - ski_jumping
1,20.0,193.0,83.0,88,sprint_classes - swimming
1,23.0,192.0,73.0,142,precision_marksmanship - shooting
1,24.0,170.0,58.0,86,precision_marksmanship - archery
1,17.0,170.0,70.0,107,winter_sliding_alpine - alpine_skiing
1,25.0,174.0,65.0,128,team_sports - football
1,22.0,163.0,57.0,31,wrestling - lighter_classes_speed
1,25.0,188.0,105.0,88,team_sports - water_polo
0,18.0,164.0,52.0,166,artistic_aesthetic_judged - gymnastics
1,23.0,182.0,75.0,13,artistic_aesthetic_judged - figure_skating
1,25.0,180.0,76.0,72,Uncategorized
1,21.0,186.0,90.0,98,watercraft_racing - rowing
1,27.0,178.0,74.0,6,sprint_classes - cycling
1,34.0,171.0,88.0,67,precision_marksmanship - shooting
1,25.0,176.0,63.0,93,endurance_stamina - road_cycling
0,19.0,164.0,63.0,102,sprint_classes - swimming
1,24.0,185.0,100.0,102,judo - heavy_classes_power
0,17.0,170.0,62.0,40,Uncategorized
1,30.0,177.0,73.0,98,precision_marksmanship - shooting
1,22.0,170.0,59.0,51,endurance_stamina - road_cycling
1,22.0,178.0,70.0,79,fencing
1,20.0,167.0,54.0,210,boxing - lighter_classes_speed
1,20.0,187.0,92.0,53,watercraft_racing - canoeing_kayaking
1,25.0,176.0,69.0,67,endurance_stamina - running
0,26.0,154.0,72.0,104,team_sports - rugby_sevens
1,24.0,171.0,64.0,187,endurance_stamina - road_cycling
1,20.0,189.0,73.0,66,multi_discipline_combined
1,24.0,191.0,85.0,142,team_sports - ice_hockey
